城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_南山科技园,距离_深圳湾,距离_福田CBD,距离_坂田科技城,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,12300.0,106.0,116.04,西南,链家/个人,整租·深业云海湾 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2070768598208479232.html,114.065918,22.546267,小区,15396.0,15137.0,3231.0,13892.0,3231.0,福田CBD,3.231,6,6
深圳,福田区,景田,景洲大厦,三居,3室2厅2卫,6500.0,98.98,65.67,西北,链家/个人,整租·景洲大厦 3室2厅 西北,https://sz.lianjia.com/zufang/SZ2070776582267469824.html,114.048153,22.552736,小区(模糊),14338.0,13964.0,4185.0,15994.0,4185.0,福田CBD,4.185,3,2
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,15000.0,113.0,132.74,南,链家/个人,整租·深业云海湾 3室2厅 南,https://sz.lianjia.com/zufang/SZ2070783044096098304.html,114.065918,22.546267,小区,15396.0,15137.0,3231.0,13892.0,3231.0,福田CBD,3.231,6,6
深圳,龙岗区,龙岗中心城,鸿进花园,两居,2室1厅1卫,2300.0,50.0,46.0,东南,链家,整租·鸿进花园 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2070790078837293056.html,114.242501,22.710381,小区,42213.0,43817.0,35617.0,24965.0,24965.0,坂田科技城,24.965,2,5
深圳,龙岗区,坂田,佳兆业中央广场六期,一居,1室1厅1卫,3400.0,47.0,72.34,东北,链家/个人,整租·佳兆业中央广场六期 1室1厅 东北,https://sz.lianjia.com/zufang/SZ2070796087437819904.html,114.076453,22.660118,小区(模糊),27810.0,28532.0,19960.0,5242.0,5242.0,坂田科技城,5.242,3,2
深圳,龙岗区,龙岗中心城,远洋新天地家园,三居,3室2厅2卫,3800.0,64.0,59.38,东南,链家/个人,整租·远洋新天地家园  3室2厅 东南,https://sz.lianjia.com/zufang/SZ2070798441671294976.html,114.25898,22.728597,小区,44665.0,46269.0,38069.0,27417.0,27417.0,坂田科技城,27.417,1,1
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2200.0,32.0,68.75,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2070799546346110976.html,114.275164,22.689594,小区,44788.0,46392.0,45285.0,27540.0,27540.0,坂田科技城,27.54,0,1
深圳,南山区,科技园,松坪村竹苑,三居,3室2厅1卫,5200.0,78.0,66.67,南,链家/个人,整租·松坪村竹苑 3室2厅 南,https://sz.lianjia.com/zufang/SZ2070812904873000960.html,113.94679,22.556374,板块,1861.0,7625.0,14703.0,23782.0,1861.0,南山科技园,1.861,2,4
深圳,罗湖区,新秀,锦缘里嘉园,三居,3室1厅1卫,7800.0,77.0,101.3,东南,链家,整租·锦缘里嘉园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2070819704070471680.html,114.140284,22.544226,小区,25989.0,22931.0,12083.0,19718.0,12083.0,福田CBD,12.083,2,3
深圳,光明区,光明,新地中央花园,两居,2室2厅1卫,3600.0,72.0,50.0,西南,链家/个人,整租·新地中央花园 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2070822394188005376.html,113.943091,22.760333,小区(模糊),32442.0,37624.0,34504.0,24342.0,24342.0,坂田科技城,24.342,0,2
深圳,龙岗区,大运新城,THETOWN乐城二期,三居,3室2厅2卫,2000.0,89.75,22.28,东南,链家/个人,整租·THETOWN乐城二期 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2070823382294724608.html,114.221756,22.67093,小区,38015.0,39619.0,29090.0,20767.0,20767.0,坂田科技城,20.767,0,0
深圳,罗湖区,布心,松泉公寓,一居,1室1厅1卫,2800.0,53.0,52.83,北,链家/个人,整租·松泉公寓 1室1厅 北,https://sz.lianjia.com/zufang/SZ2070823873892319232.html,114.12927,22.577656,小区,21458.0,23077.0,11888.0,15187.0,11888.0,福田CBD,11.888,4,4
深圳,龙岗区,龙岗双龙,劲嘉龙园印象,三居,3室2厅1卫,3200.0,74.35,43.04,西南,链家/个人,整租·劲嘉龙园印象 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2070827812595433472.html,114.2619,22.733758,小区(模糊),48664.0,50268.0,42068.0,31416.0,31416.0,坂田科技城,31.416,0,1
深圳,龙华区,民治,潜龙鑫茂花园B区,两居,2室1厅1卫,4700.0,64.0,73.44,东南,链家/个人,整租·潜龙鑫茂花园B区 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2070828017503961088.html,114.04491,22.696735,小区,29354.0,30303.0,21731.0,8617.0,8617.0,坂田科技城,8.617,2,2
深圳,龙华区,龙华中心,鸿荣源尚云,三居,3室2厅2卫,7600.0,89.82,84.61,南,链家,整租·鸿荣源尚云 3室2厅 南,https://sz.lianjia.com/zufang/SZ2070828592060694528.html,114.02749,22.642373,小区,19319.0,20204.0,16715.0,3718.0,3718.0,坂田科技城,3.718,4,1
深圳,福田区,八卦岭,城市主场,一居,1室1厅1卫,4200.0,32.0,131.25,东北,链家/个人,整租·城市主场 1室1厅 东北,https://sz.lianjia.com/zufang/SZ2070837413374066688.html,114.057939,22.543527,小区(模糊),13373.0,13585.0,2167.0,14781.0,2167.0,福田CBD,2.167,11,7
深圳,宝安区,沙井,会展湾·中港广场,一居,1室0厅1卫,2300.0,41.85,54.96,北,链家/个人,整租·会展湾·中港广场 1室0厅 北,https://sz.lianjia.com/zufang/SZ2070848535120576512.html,113.778272,22.704979,小区,39431.0,37808.0,46885.0,50081.0,37808.0,深圳湾,37.808,0,1
深圳,福田区,景田,紫薇阁,两居,2室1厅1卫,5300.0,56.0,94.64,南,链家/个人,整租·紫薇阁 2室1厅 南,https://sz.lianjia.com/zufang/SZ2070848673503248384.html,114.038903,22.558528,小区,13303.0,15427.0,5648.0,14917.0,5648.0,福田CBD,5.648,5,4
深圳,福田区,莲花,莲花二村,两居,2室2厅1卫,5700.0,64.46,88.43,南,链家/个人,整租·莲花二村 2室2厅 南,https://sz.lianjia.com/zufang/SZ2070856538272038912.html,114.071388,22.550318,小区(模糊),16109.0,15762.0,4347.0,14101.0,4347.0,福田CBD,4.347,3,4
深圳,宝安区,翻身,海滨城广场一期,两居,2室2厅1卫,4800.0,69.0,69.57,西南,链家,整租·海滨城广场一期 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2070859239114407936.html,113.890661,22.561979,小区,8522.0,15157.0,21519.0,29567.0,8522.0,南山科技园,8.522,3,3
深圳,南山区,南山中心,西海明珠,三居,3室1厅1卫,9000.0,90.0,100.0,南,链家/个人,整租·西海明珠 3室1厅 南,https://sz.lianjia.com/zufang/SZ2070862382732673024.html,113.930478,22.533191,小区,4166.0,6027.0,15098.0,27079.0,4166.0,南山科技园,4.166,5,5
深圳,龙岗区,坂田,佳兆业中央广场六期,一居,1室1厅1卫,3700.0,47.0,78.72,北,链家/个人,整租·佳兆业中央广场六期 1室1厅 北,https://sz.lianjia.com/zufang/SZ2070875758573649920.html,114.069417,22.634805,板块,24769.0,24346.0,16837.0,2238.0,2238.0,坂田科技城,2.238,1,3
深圳,福田区,莲花,莲花一村,两居,2室2厅1卫,6800.0,75.92,89.57,南,链家/个人,整租·莲花一村 2室2厅 南,https://sz.lianjia.com/zufang/SZ2070876507772813312.html,114.070238,22.55438,小区,16504.0,16746.0,5902.0,13219.0,5902.0,福田CBD,5.902,3,3
深圳,龙岗区,坂田,佳兆业中央广场六期,一居,1室1厅1卫,3700.0,47.0,78.72,北,链家/个人,整租·佳兆业中央广场六期 1室1厅 北,https://sz.lianjia.com/zufang/SZ2070881082403717120.html,114.076453,22.660118,小区,27810.0,28532.0,19960.0,5242.0,5242.0,坂田科技城,5.242,3,2
深圳,福田区,华强北,电子设计院,三居,3室1厅1卫,6500.0,77.28,84.11,南,链家/个人,整租·电子设计院 3室1厅 南,https://sz.lianjia.com/zufang/SZ2070909741617381376.html,114.057939,22.543527,小区(模糊),13373.0,13585.0,2167.0,14781.0,2167.0,福田CBD,2.167,11,7
深圳,龙岗区,布吉大芬,星都豪庭,三居,3室2厅2卫,5800.0,86.7,66.9,南,链家/个人,整租·星都豪庭 3室2厅 南,https://sz.lianjia.com/zufang/SZ2070920241361190912.html,114.138125,22.612384,小区,26568.0,31568.0,20720.0,11614.0,11614.0,坂田科技城,11.614,2,3
深圳,坪山区,坪山,深城投中心公馆,一居,1室1厅1卫,2200.0,32.03,68.69,西,链家/个人,整租·深城投中心公馆 1室1厅 西,https://sz.lianjia.com/zufang/SZ2071068709610323968.html,114.341948,22.703567,小区,53914.0,54065.0,43217.0,36666.0,36666.0,坂田科技城,36.666,1,2
深圳,龙岗区,龙岗宝荷,京基御景荟都,三居,3室1厅1卫,2800.0,63.0,44.44,南,链家/个人,整租·京基御景荟都 3室1厅 南,https://sz.lianjia.com/zufang/SZ2071083148199854080.html,114.275164,22.689594,小区,44788.0,46392.0,45285.0,27540.0,27540.0,坂田科技城,27.54,0,1
深圳,龙岗区,布吉南岭,南威中心,三居,3室2厅1卫,2900.0,89.0,32.58,北,链家/个人,整租·南威中心 3室2厅 北,https://sz.lianjia.com/zufang/SZ2071092267191369728.html,114.246884,22.720889,小区,43264.0,44868.0,36668.0,26016.0,26016.0,坂田科技城,26.016,4,6
深圳,福田区,福田中心,星河世纪,一居,1室0厅1卫,6000.0,38.0,157.89,西,链家/个人,整租·星河世纪 1室0厅 西,https://sz.lianjia.com/zufang/SZ2071101059576627200.html,114.067401,22.537823,小区,16822.0,14628.0,3784.0,15732.0,3784.0,福田CBD,3.784,8,9
深圳,福田区,梅林,梅兴苑,两居,2室2厅1卫,4900.0,62.0,79.03,南,链家,整租·梅兴苑 2室2厅 南,https://sz.lianjia.com/zufang/SZ2071112033159348224.html,114.049954,22.566208,小区(模糊),12730.0,14349.0,6159.0,13545.0,6159.0,福田CBD,6.159,3,2
深圳,南山区,南山中心,南光城市花园,三居,3室2厅2卫,11800.0,85.53,137.96,北,链家/个人,整租·南光城市花园 3室2厅 北,https://sz.lianjia.com/zufang/SZ2071113641570074624.html,113.924125,22.519249,小区,5323.0,5475.0,14546.0,28736.0,5323.0,南山科技园,5.323,7,7
深圳,福田区,竹子林,建业小区南区,三居,3室2厅1卫,5500.0,86.0,63.95,南 北,链家/个人,整租·建业小区南区 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2071113911460954112.html,114.014687,22.538412,小区,10498.0,9837.0,5763.0,19039.0,5763.0,福田CBD,5.763,4,6
深圳,福田区,华强北,君悦阁,一居,1室1厅1卫,4900.0,49.0,100.0,东南,链家,整租·君悦阁 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2071135254285910016.html,114.092796,22.542046,小区,16831.0,17068.0,6026.0,16470.0,6026.0,福田CBD,6.026,8,8
深圳,龙岗区,布吉关,佳兆业大都汇,一居,1室0厅1卫,2525.0,50.0,50.5,西北 北,链家,整租·佳兆业大都汇 1室0厅 西北/北,https://sz.lianjia.com/zufang/SZ2071135735368384512.html,114.122639,22.601349,小区,23838.0,25457.0,14268.0,10376.0,10376.0,坂田科技城,10.376,1,6
深圳,福田区,香蜜湖,东海国际公寓,三居,3室2厅2卫,25000.0,200.0,125.0,东南,链家/个人,整租·东海国际公寓 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2071148624246472704.html,114.020414,22.536365,小区,10148.0,9487.0,5307.0,18970.0,5307.0,福田CBD,5.307,6,6
深圳,罗湖区,东门,立新花园一期,三居,3室1厅1卫,6000.0,87.5,68.57,东南,链家/个人,整租·立新花园一期 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2071162605606535168.html,114.12071,22.548579,小区,23752.0,20612.0,9764.0,15468.0,9764.0,福田CBD,9.764,6,10
深圳,宝安区,西乡,碧海湾花园,三居,3室2厅1卫,5670.0,94.0,60.32,南,链家/个人,整租·碧海湾花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071170134076030976.html,113.85998,22.576793,小区,12549.0,19442.0,24384.0,33038.0,12549.0,南山科技园,12.549,5,6
深圳,罗湖区,莲塘,聚福花园二期,两居,2室2厅1卫,4500.0,70.0,64.29,南,链家/个人,整租·聚福花园二期 2室2厅 南,https://sz.lianjia.com/zufang/SZ2071174643410010112.html,114.172033,22.560858,小区,28202.0,26008.0,15160.0,21848.0,15160.0,福田CBD,15.16,1,2
深圳,南山区,华侨城,美加广场,三居,3室2厅2卫,12000.0,134.0,89.55,东南,链家,整租·美加广场 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2071191246843412480.html,113.977824,22.538382,小区(模糊),3923.0,4948.0,11922.0,22524.0,3923.0,南山科技园,3.923,3,3
深圳,龙岗区,龙岗宝荷,振业峦山谷,三居,3室2厅1卫,3200.0,89.0,35.96,北,链家,整租·振业峦山谷 3室2厅 北,https://sz.lianjia.com/zufang/SZ2071195856295428096.html,114.267836,22.688096,小区,46497.0,48101.0,45482.0,29249.0,29249.0,坂田科技城,29.249,0,1
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,13500.0,106.0,127.36,西南,链家/个人,整租·深业云海湾 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2071204674093973504.html,114.065918,22.546267,小区,15396.0,15137.0,3231.0,13892.0,3231.0,福田CBD,3.231,6,6
深圳,南山区,科技园,大冲新城花园,三居,3室2厅2卫,12000.0,125.0,96.0,南,链家/个人,整租·大冲新城花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071206531122069504.html,113.951113,22.542148,小区,651.0,4925.0,14001.0,23850.0,651.0,南山科技园,0.651,12,8
深圳,南山区,南山中心,南荔苑,一居,1室1厅1卫,4200.0,36.0,116.67,东南,链家,整租·南荔苑 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2071214044492070912.html,113.915441,22.512987,小区,9469.0,7236.0,16307.0,33230.0,7236.0,深圳湾,7.236,2,3
深圳,福田区,皇岗,水畔紫云阁,两居,2室1厅2卫,6300.0,56.0,112.5,东南,链家/个人,整租·水畔紫云阁 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2071216667282636800.html,114.082401,22.527866,小区,18958.0,16764.0,5916.0,16003.0,5916.0,福田CBD,5.916,0,2
深圳,龙华区,红山,汇龙湾,三居,3室1厅2卫,7544.0,88.0,85.73,西南,链家/个人,整租·汇龙湾 3室1厅 西南,https://sz.lianjia.com/zufang/SZ2071228833511505920.html,114.028318,22.622074,小区(模糊),15852.0,17456.0,15057.0,5749.0,5749.0,坂田科技城,5.749,6,4
深圳,南山区,科技园,华润城润府一期,三居,3室2厅2卫,12480.0,89.0,140.22,西南,链家/个人,整租·华润城润府一期 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2071235378597068800.html,113.957556,22.548748,小区,1699.0,5251.0,13893.0,22476.0,1699.0,南山科技园,1.699,2,3
深圳,龙岗区,坪地,今日香沙御景园,一居,1室0厅1卫,1500.0,38.0,39.47,南,链家/个人,整租·今日香沙御景园 1室0厅 南,https://sz.lianjia.com/zufang/SZ2071240663332028416.html,114.289044,22.753782,小区,54562.0,56166.0,47966.0,37314.0,37314.0,坂田科技城,37.314,0,1
深圳,龙岗区,龙岗双龙,东方瑞景苑,一居,1室1厅1卫,2200.0,49.0,44.9,东南,链家/个人,整租·东方瑞景苑 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2071255695239413760.html,114.268374,22.729017,小区,45888.0,47492.0,39292.0,28640.0,28640.0,坂田科技城,28.64,2,2
深圳,南山区,大学城,鼎胜金域世家,三居,3室2厅2卫,9500.0,89.0,106.74,南,链家/个人,整租·鼎胜金域世家 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071307210142515200.html,113.947336,22.581835,小区,6317.0,9942.0,17451.0,15620.0,6317.0,南山科技园,6.317,7,6
深圳,罗湖区,莲塘,新世界鹿茵翠地,三居,3室2厅2卫,7000.0,105.2,66.54,南 北,链家,整租·新世界鹿茵翠地 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2071424875280465920.html,114.160911,22.55839,小区,26771.0,24577.0,13729.0,20417.0,13729.0,福田CBD,13.729,0,1
深圳,龙岗区,平湖,佳兆业茗萃园二期,一居,1室1厅1卫,2700.0,62.0,43.55,东南,链家/个人,整租·佳兆业茗萃园二期 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2071430708965933056.html,114.143039,22.669671,小区,36463.0,38373.0,27525.0,15143.0,15143.0,坂田科技城,15.143,0,0
深圳,罗湖区,新秀,芳春花园,两居,2室2厅1卫,3900.0,60.04,64.96,南,链家/个人,整租·芳春花园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2071443716400218112.html,114.14788,22.549134,小区,26432.0,24128.0,13280.0,20161.0,13280.0,福田CBD,13.28,1,1
深圳,龙华区,民治,滢水山庄,三居,3室2厅2卫,4500.0,90.22,49.88,南,链家/个人,整租·滢水山庄 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071450577392369664.html,114.052302,22.601705,小区,17472.0,19076.0,10504.0,8473.0,8473.0,坂田科技城,8.473,4,3
深圳,南山区,西丽,宝珠花园,三居,3室2厅1卫,9000.0,102.49,87.81,南,链家,整租·宝珠花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071456571442855936.html,113.957817,22.571077,小区(模糊),5364.0,7292.0,13386.0,15760.0,5364.0,南山科技园,5.364,1,1
深圳,福田区,车公庙,泰安轩,一居,1室1厅1卫,5300.0,49.71,106.62,东南,链家/个人,整租·泰安轩 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2071461698786557952.html,114.024807,22.533961,小区,11375.0,9181.0,4697.0,19491.0,4697.0,福田CBD,4.697,10,7
深圳,龙岗区,布吉大芬,茂业城,三居,3室2厅2卫,4200.0,119.5,35.15,南,链家/个人,整租·茂业城 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071466515445579776.html,114.134064,22.611289,小区,25476.0,27095.0,15906.0,10490.0,10490.0,坂田科技城,10.49,2,5
深圳,龙岗区,横岗,名居·山河里,三居,3室2厅2卫,5500.0,98.0,56.12,东南,链家,整租·名居·山河里 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2071466646416916480.html,114.211472,22.643381,板块,35250.0,37160.0,26312.0,22197.0,22197.0,坂田科技城,22.197,2,4
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,12500.0,107.0,116.82,南,链家/个人,整租·深业云海湾 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071472555071373312.html,114.065918,22.546267,小区,15396.0,15137.0,3231.0,13892.0,3231.0,福田CBD,3.231,6,6
深圳,福田区,华强北,航天立业华庭,一居,1室1厅1卫,4500.0,44.0,102.27,东,链家/个人,整租·航天立业华庭 1室1厅 东,https://sz.lianjia.com/zufang/SZ2071500439328653312.html,114.094714,22.544374,小区(模糊),19383.0,17291.0,6443.0,13163.0,6443.0,福田CBD,6.443,6,8
深圳,南山区,华侨城,锦绣花园二期,三居,3室2厅2卫,18000.0,177.0,101.69,南 西南,链家/个人,整租·锦绣花园二期 3室2厅 南/西南,https://sz.lianjia.com/zufang/SZ2071500892607086592.html,113.994425,22.535285,小区,5764.0,7022.0,8470.0,22616.0,5764.0,南山科技园,5.764,2,2
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,14000.0,107.0,130.84,南,链家/个人,整租·深业云海湾 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071501876574027776.html,114.065918,22.546267,小区,15396.0,15137.0,3231.0,13892.0,3231.0,福田CBD,3.231,6,6
深圳,罗湖区,春风路,天安国际大厦,三居,3室1厅1卫,7500.0,102.7,73.03,南,链家/个人,整租·天安国际大厦 3室1厅 南,https://sz.lianjia.com/zufang/SZ2071505650596184064.html,114.119377,22.54201,小区,21537.0,19343.0,8495.0,15971.0,8495.0,福田CBD,8.495,10,8
深圳,福田区,香梅北,天然居,三居,3室2厅2卫,12000.0,111.0,108.11,南,链家/个人,整租·天然居 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071509510245056512.html,114.036095,22.553905,小区,11581.0,13659.0,5512.0,15476.0,5512.0,福田CBD,5.512,3,3
深圳,南山区,南头,荔芳村,一居,1室1厅1卫,3360.0,30.41,110.49,东,贝壳优选,整租·荔芳村 1室1厅 东,https://sz.lianjia.com/zufang/SZ2071514658979708928.html,113.922948,22.527369,小区,4277.0,5618.0,14689.0,28879.0,4277.0,南山科技园,4.277,5,7
深圳,福田区,梅林,绿景虹湾,两居,2室1厅1卫,7300.0,57.0,128.07,东,链家/个人,整租·绿景虹湾 2室1厅 东,https://sz.lianjia.com/zufang/SZ2071531881660153856.html,114.040226,22.561213,小区(模糊),11422.0,13041.0,5593.0,15101.0,5593.0,福田CBD,5.593,4,3
深圳,龙华区,龙华中心,壹成中心第五区,三居,3室1厅1卫,5800.0,76.0,76.32,东南,链家,整租·壹成中心第五区 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2071533993114730496.html,114.034519,22.647028,小区,18980.0,20584.0,17316.0,3485.0,3485.0,坂田科技城,3.485,4,2
深圳,福田区,赤尾,京基御景华城,一居,1室0厅1卫,3600.0,35.0,102.86,北,链家/个人,整租·京基御景华城 1室0厅 北,https://sz.lianjia.com/zufang/SZ2071538496417300480.html,114.085917,22.532622,小区,18398.0,16204.0,5356.0,18123.0,5356.0,福田CBD,5.356,1,5
深圳,龙岗区,布吉大芬,桂芳园五期,三居,3室2厅2卫,4900.0,88.85,55.15,西北,链家,整租·桂芳园五期 3室2厅 西北,https://sz.lianjia.com/zufang/SZ2071541001809297408.html,114.028489,22.624111,小区(模糊),16284.0,17888.0,15489.0,5465.0,5465.0,坂田科技城,5.465,6,6
深圳,龙岗区,坂田,十二橡树庄园二期,三居,3室2厅3卫,23000.0,194.28,118.39,南,链家/个人,整租·十二橡树庄园二期 3室2厅 跃层 南,https://sz.lianjia.com/zufang/SZ2071556604372713472.html,114.067233,22.623826,小区,23558.0,23135.0,14648.0,3195.0,3195.0,坂田科技城,3.195,3,5
深圳,罗湖区,春风路,佳宁娜广场,两居,2室1厅1卫,7500.0,101.0,74.26,南,链家/个人,整租·佳宁娜广场 2室1厅 南,https://sz.lianjia.com/zufang/SZ2071562291035242496.html,114.119876,22.536865,小区(模糊),21862.0,19668.0,8820.0,16756.0,8820.0,福田CBD,8.82,7,8
深圳,南山区,前海,开云府,三居,3室2厅2卫,14000.0,124.0,112.9,东 东南,链家/个人,整租·开云府 3室2厅 东/东南,https://sz.lianjia.com/zufang/SZ2071563118697250816.html,113.896482,22.479329,小区,13553.0,13309.0,22386.0,36026.0,13309.0,深圳湾,13.309,0,1
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2200.0,37.33,58.93,北,链家/个人,整租·京基御景荟都 1室1厅 北,https://sz.lianjia.com/zufang/SZ2071569970210275328.html,114.275164,22.689594,小区,44788.0,46392.0,45285.0,27540.0,27540.0,坂田科技城,27.54,0,1
深圳,罗湖区,布心,观山嘉苑,两居,2室1厅1卫,4200.0,37.0,113.51,东南,链家/个人,整租·观山嘉苑 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2071578942942216192.html,114.139287,22.583966,小区(模糊),23597.0,25216.0,14027.0,14325.0,14027.0,福田CBD,14.027,1,2
深圳,南山区,前海,阳光棕榈园一期,三居,3室2厅1卫,8000.0,87.89,91.02,南,链家/个人,整租·阳光棕榈园一期 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071582575939289088.html,113.913134,22.528155,小区,7212.0,6725.0,15796.0,31991.0,6725.0,深圳湾,6.725,3,4
深圳,龙华区,梅林关,丰泽湖山庄,两居,2室2厅1卫,6200.0,84.0,73.81,东南,链家/个人,整租·丰泽湖山庄 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2071583563030986752.html,114.052703,22.591956,小区,19232.0,20851.0,9681.0,7850.0,7850.0,坂田科技城,7.85,1,1
深圳,龙岗区,坂田,华创云轩,三居,3室1厅2卫,5500.0,49.0,112.24,东南,链家,整租·华创云轩 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2071585765757812736.html,114.069417,22.634805,板块,24769.0,24346.0,16837.0,2238.0,2238.0,坂田科技城,2.238,1,3
深圳,南山区,后海,南油B区,一居,1室1厅1卫,3300.0,37.04,89.09,南,链家/个人,整租·南油B区 1室1厅 南,https://sz.lianjia.com/zufang/SZ2071588901272682496.html,113.930055,22.511065,小区,4809.0,5944.0,15015.0,29446.0,4809.0,南山科技园,4.809,6,5
深圳,罗湖区,清水河,金豪花园,三居,3室1厅1卫,4300.0,74.45,57.76,东南,链家/个人,整租·金豪花园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2071591161708937216.html,114.115449,22.574513,小区,19779.0,21398.0,10209.0,13481.0,10209.0,福田CBD,10.209,2,0
深圳,福田区,车公庙,安华小区,两居,2室2厅1卫,4800.0,52.0,92.31,南,链家/个人,整租·安华小区 2室2厅 南,https://sz.lianjia.com/zufang/SZ2071619925234941952.html,114.027054,22.530989,小区(模糊),11078.0,8884.0,4237.0,19230.0,4237.0,福田CBD,4.237,9,5
深圳,龙岗区,坂田,万科四季花城三期,三居,3室2厅2卫,12000.0,113.0,106.19,东,链家,整租·万科四季花城三期 3室2厅 东,https://sz.lianjia.com/zufang/SZ2071635435808882688.html,114.057403,22.623007,小区,21006.0,22610.0,14038.0,2452.0,2452.0,坂田科技城,2.452,1,3
深圳,福田区,香蜜湖,侨香村,三居,3室2厅1卫,11000.0,92.8,118.53,西南,链家,整租·侨香村 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2071771175935016960.html,114.014693,22.552664,小区,10767.0,9800.0,7030.0,17610.0,7030.0,福田CBD,7.03,2,3
深圳,盐田区,盐田港,中通永安大厦,三居,3室2厅3卫,4500.0,70.0,64.29,西南,链家/个人,整租·中通永安大厦 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2071819479192436736.html,114.246616,22.591332,小区,38008.0,38855.0,28007.0,26116.0,26116.0,坂田科技城,26.116,1,2
深圳,福田区,沙尾,元盛兴苑,三居,3室2厅1卫,6000.0,80.0,75.0,南,链家/个人,整租·元盛兴苑 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071822147931602944.html,114.042208,22.520324,小区,12892.0,10698.0,2540.0,20780.0,2540.0,福田CBD,2.54,4,5
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,12000.0,105.0,114.29,西南,链家/个人,整租·深业云海湾 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2071836459274338304.html,114.065918,22.546267,小区,15396.0,15137.0,3231.0,13892.0,3231.0,福田CBD,3.231,6,6
深圳,龙华区,民治,世纪春城一期,三居,3室2厅2卫,5800.0,126.0,46.03,南 西南,链家,整租·世纪春城一期 3室2厅 南/西南,https://sz.lianjia.com/zufang/SZ2071843732549795840.html,114.035325,22.62874,小区,16794.0,18398.0,15999.0,3462.0,3462.0,坂田科技城,3.462,3,3
深圳,南山区,前海,一湾臻邸,三居,3室2厅2卫,12500.0,102.67,121.75,南,链家/个人,整租·一湾臻邸 3室2厅 南,https://sz.lianjia.com/zufang/SZ2071844193608663040.html,113.893789,22.518467,小区,10047.0,8803.0,17874.0,31093.0,8803.0,深圳湾,8.803,2,2
深圳,罗湖区,地王,国速世纪大厦,三居,3室1厅2卫,11000.0,90.0,122.22,南,链家/个人,整租·国速世纪大厦 3室1厅 南,https://sz.lianjia.com/zufang/SZ2071850416265494528.html,114.131611,22.548309,小区,23813.0,21019.0,10171.0,15950.0,10171.0,福田CBD,10.171,4,9
