城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_珠江新城,距离_体育西路,距离_天河软件园,距离_广州科学城,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
广州,南沙,明珠湾,花语阳光花园,三居,3室2厅2卫,1800.0,122.57,14.69,南,链家/个人,整租·花语阳光花园 3室2厅 南,https://gz.lianjia.com/zufang/GZ2011370827458543616.html,113.502179,22.767124,小区,54110.0,52926.0,53944.0,58252.0,52926.0,体育西路,52.926,,
广州,黄埔,知识城,万科幸福誉,三居,3室2厅1卫,2900.0,88.0,32.95,南,链家/个人,整租·万科幸福誉 3室2厅 南,https://gz.lianjia.com/zufang/GZ2011372463488761856.html,113.540164,23.332278,小区(模糊),41731.0,40281.0,29762.0,27771.0,27771.0,广州科学城,27.771,,
广州,南沙,金洲,真功夫总部大楼,一居,1室1厅1卫,1600.0,56.0,28.57,南,链家/个人,整租·真功夫总部大楼 1室1厅 复式 南,https://gz.lianjia.com/zufang/GZ2011384078057603072.html,113.547216,22.795334,小区,55956.0,54772.0,51613.0,55921.0,51613.0,天河软件园,51.613,,
广州,天河,体育中心,侨怡苑,两居,2室2厅1卫,4700.0,74.0,63.51,北,链家/个人,整租·侨怡苑 2室2厅 北,https://gz.lianjia.com/zufang/GZ2011384301777584128.html,113.3302,23.140668,小区,4123.0,3461.0,11574.0,17325.0,3461.0,体育西路,3.461,,
广州,南沙,明珠湾,华润置地·瑞府,三居,3室2厅2卫,2000.0,99.0,20.2,东南,链家/个人,整租·华润置地·瑞府 3室2厅 东南,https://gz.lianjia.com/zufang/GZ2011395912215035904.html,113.505375,22.765035,小区(模糊),54626.0,53442.0,54460.0,58768.0,53442.0,体育西路,53.442,,
广州,天河,天河南,东洲大厦,三居,3室1厅1卫,5000.0,30.0,166.67,西南,链家/个人,合租·东洲大厦 3居室 西南卧,https://gz.lianjia.com/zufang/GZ2011400022960111616.html,113.320214,23.130595,小区,2078.0,659.0,16156.0,20354.0,659.0,体育西路,0.659,,
广州,增城,永宁,合景誉山国际⼀区,一居,1室1厅1卫,2500.0,77.0,32.47,南,链家/个人,整租·合景誉山国际⼀区 1室1厅 南,https://gz.lianjia.com/zufang/GZ2011405350770573312.html,113.594879,23.189932,小区,45388.0,43938.0,29176.0,23988.0,23988.0,广州科学城,23.988,,
广州,天河,石牌,百脑汇科技大厦,两居,2室1厅1卫,5500.0,97.0,56.7,北,链家/个人,整租·百脑汇科技大厦 2室1厅 北,https://gz.lianjia.com/zufang/GZ2011453981141762048.html,113.339412,23.134163,小区(模糊),4009.0,4055.0,15959.0,15796.0,4009.0,珠江新城,4.009,,
广州,番禺,厦滘,珊瑚湾畔,三居,3室2厅2卫,8000.0,175.0,45.71,北,链家/个人,整租·珊瑚湾畔 3室2厅 北,https://gz.lianjia.com/zufang/GZ2011632067191767040.html,113.346236,23.035221,小区,14066.0,15060.0,20427.0,22743.0,14066.0,珠江新城,14.066,,
广州,海珠,前进路,前进路(海珠),一居,1室1厅1卫,2600.0,30.0,86.67,东南,链家,整租·前进路(海珠) 1室1厅 东南,https://gz.lianjia.com/zufang/GZ2011647332466032640.html,113.277362,23.100934,小区,7481.0,8240.0,23911.0,25360.0,7481.0,珠江新城,7.481,,
广州,花都,旧区,保利翡翠山,一居,1室0厅1卫,1500.0,46.0,32.61,南,链家/个人,整租·保利翡翠山 1室0厅 南,https://gz.lianjia.com/zufang/GZ2011651495375667200.html,113.209189,23.409838,小区(模糊),48713.0,50971.0,45945.0,48442.0,45945.0,天河软件园,45.945,,
广州,花都,镜湖大道,绿地空港国际中心,两居,2室1厅1卫,2000.0,46.0,43.48,南,链家/个人,整租·绿地空港国际中心 2室1厅 南,https://gz.lianjia.com/zufang/GZ2011653074791170048.html,113.262877,23.369141,小区,40764.0,43292.0,38266.0,40763.0,38266.0,天河软件园,38.266,,
广州,天河,龙口西,天誉华庭,两居,2室1厅1卫,5100.0,75.0,68.0,东 南 北,链家/个人,整租·天誉华庭 2室1厅 东/南/北,https://gz.lianjia.com/zufang/GZ2011654052886085632.html,113.336734,23.138512,小区,4668.0,4006.0,11461.0,15089.0,4006.0,体育西路,4.006,,
广州,越秀,淘金,黄花新村,两居,2室1厅1卫,4300.0,64.0,67.19,东 南 北,链家/个人,整租·黄花新村 2室1厅 东/南/北,https://gz.lianjia.com/zufang/GZ2011659280498819072.html,113.291926,23.135991,小区,4346.0,5133.0,18604.0,22727.0,4346.0,珠江新城,4.346,,
广州,天河,珠江新城东,凯旋新世界广粤尊府,三居,3室2厅2卫,30000.0,180.0,166.67,东南,链家/个人,整租·凯旋新世界广粤尊府 3室2厅 东南,https://gz.lianjia.com/zufang/GZ2011666686964400128.html,113.339721,23.113156,小区,2688.0,4532.0,14747.0,18323.0,2688.0,珠江新城,2.688,,
广州,越秀,建设路,建设二马路,一居,1室1厅1卫,3060.0,45.0,68.0,南,链家,整租·建设二马路 1室1厅 南,https://gz.lianjia.com/zufang/GZ2011671894079569920.html,113.282206,23.135296,小区,5675.0,6462.0,19726.0,23791.0,5675.0,珠江新城,5.675,,
广州,越秀,黄花岗,永福楼,两居,2室1厅1卫,4000.0,107.0,37.38,南 西南 西,链家/个人,整租·永福楼 2室1厅 南/西南/西,https://gz.lianjia.com/zufang/GZ2011678915705176064.html,113.300956,23.231407,小区(模糊),17314.0,22037.0,17387.0,22115.0,17314.0,珠江新城,17.314,,
广州,越秀,公园前,中山五路,一居,1室1厅1卫,1400.0,25.0,56.0,东南,链家/个人,整租·中山五路 1室1厅 东南,https://gz.lianjia.com/zufang/GZ2011693972497367040.html,113.265463,23.12554,小区,7204.0,7991.0,21278.0,25111.0,7204.0,珠江新城,7.204,,
广州,花都,镜湖大道,云峰花园,三居,3室2厅2卫,2900.0,110.0,26.36,北,链家/个人,整租·云峰花园 3室2厅 北,https://gz.lianjia.com/zufang/GZ2011723070816911360.html,113.245625,23.37843,小区,42950.0,45478.0,40452.0,42949.0,40452.0,天河软件园,40.452,,
广州,南沙,进港大道,敏捷尚品国际,一居,1室1厅0卫,800.0,62.0,12.9,北,链家/个人,整租·敏捷尚品国际 1室1厅 北,https://gz.lianjia.com/zufang/GZ2011743280584196096.html,113.560461,22.798306,小区,56692.0,55508.0,52349.0,56657.0,52349.0,天河软件园,52.349,,
广州,南沙,南沙港,中交蓝色海湾,三居,3室2厅1卫,2200.0,96.0,22.92,西南,链家/个人,整租·中交蓝色海湾 3室2厅 西南,https://gz.lianjia.com/zufang/GZ2011754456755994624.html,113.610188,22.768298,小区,61565.0,62559.0,61622.0,65930.0,61565.0,珠江新城,61.565,,
广州,黄埔,开发西区,源兴雅居,两居,2室1厅1卫,1300.0,55.0,23.64,东 南,链家/个人,整租·源兴雅居 2室1厅 东/南,https://gz.lianjia.com/zufang/GZ2011756156711600128.html,113.513369,23.061352,小区,24809.0,24269.0,21968.0,19472.0,19472.0,广州科学城,19.472,,
广州,南沙,明珠湾,富力天海湾,三居,3室2厅2卫,4500.0,108.0,41.67,西南,链家/个人,整租·富力天海湾 3室2厅 西南,https://gz.lianjia.com/zufang/GZ2011763990396403712.html,113.564566,22.748681,小区,59514.0,58330.0,62596.0,66904.0,58330.0,体育西路,58.33,,
广州,番禺,富豪山庄,誉瀛新天地,三居,3室2厅1卫,3500.0,47.0,74.47,南,链家/个人,整租·誉瀛新天地 3室2厅 南,https://gz.lianjia.com/zufang/GZ2011770579400523776.html,113.370494,22.935863,小区,25719.0,26713.0,32080.0,34396.0,25719.0,珠江新城,25.719,,
广州,白云,江高镇,绿城·江府海棠,三居,3室2厅2卫,3000.0,88.0,34.09,东,链家/个人,整租·绿城·江府海棠 3室2厅 东,https://gz.lianjia.com/zufang/GZ2011802426390085632.html,113.231823,23.294387,小区,31234.0,34907.0,30257.0,38057.0,30257.0,天河软件园,30.257,,
广州,南沙,明珠湾,中交汇通中心,一居,1室1厅1卫,2000.0,81.0,24.69,南,链家/个人,整租·中交汇通中心 1室1厅 南,https://gz.lianjia.com/zufang/GZ2011832427697143808.html,113.52241,22.766118,小区(模糊),56224.0,55040.0,56439.0,60747.0,55040.0,体育西路,55.04,,
广州,海珠,琶洲中,南园居,两居,2室2厅1卫,4000.0,85.0,47.06,南,链家/个人,整租·南园居 2室2厅 南,https://gz.lianjia.com/zufang/GZ2011840450771550208.html,113.370727,23.096613,小区,8603.0,9597.0,14478.0,19312.0,8603.0,珠江新城,8.603,,
广州,南沙,黄阁,南沙保利南怡湾,三居,3室2厅2卫,1800.0,108.0,16.67,南,链家/个人,整租·南沙保利南怡湾 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012018182579027968.html,113.242219,23.064617,小区,13646.0,14405.0,28946.0,31262.0,13646.0,珠江新城,13.646,,
广州,花都,铁路西,中建·映花悦府,两居,2室1厅1卫,1800.0,78.0,23.08,南,链家/个人,整租·中建·映花悦府 2室1厅 南,https://gz.lianjia.com/zufang/GZ2012034471292829696.html,113.220125,23.404326,板块,46824.0,49352.0,44326.0,46823.0,44326.0,天河软件园,44.326,,
广州,番禺,雅居乐,雅居乐花园一尺山居,三居,3室2厅1卫,4400.0,97.0,45.36,南,链家/个人,整租·雅居乐花园一尺山居 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012039255668293632.html,113.359298,23.009336,小区,18509.0,19503.0,24504.0,26820.0,18509.0,珠江新城,18.509,,
广州,天河,沙太南,公路规划局宿舍,三居,3室1厅1卫,2800.0,71.0,39.44,南,链家,整租·公路规划局宿舍 3室1厅 南,https://gz.lianjia.com/zufang/GZ2012039324752674816.html,113.263167,23.200384,小区(模糊),17962.0,18721.0,24837.0,27153.0,17962.0,珠江新城,17.962,,
广州,越秀,淘金,正佳东方国际,一居,1室1厅0卫,23500.0,288.0,81.6,南,链家/个人,整租·正佳东方国际 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012039948961579008.html,113.267065,23.128673,小区,6660.0,7447.0,22004.0,24320.0,6660.0,珠江新城,6.66,,
广州,越秀,小北,东风中路,三居,3室2厅1卫,6800.0,117.03,58.1,南 北,链家/个人,整租·东风中路 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ2012042960966778880.html,113.270447,23.131166,小区,8465.0,9252.0,24063.0,26379.0,8465.0,珠江新城,8.465,,
广州,越秀,公园前,解放中路,一居,1室0厅0卫,2200.0,40.0,55.0,东,链家/个人,整租·解放中路 1室0厅 东,https://gz.lianjia.com/zufang/GZ2012064121536643072.html,113.262574,23.122906,小区(模糊),7933.0,8720.0,24239.0,26555.0,7933.0,珠江新城,7.933,,
广州,南沙,明珠湾,美的江上沄启,一居,1室1厅1卫,1200.0,37.0,32.43,南,链家/个人,整租·美的江上沄启 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012067013249204224.html,113.516337,22.75798,小区,58089.0,56905.0,58565.0,64025.0,56905.0,体育西路,56.905,,
广州,黄埔,开发东区,东澳广场,三居,3室1厅2卫,2000.0,113.0,17.7,东南,链家/个人,整租·东澳广场 3室1厅 东南,https://gz.lianjia.com/zufang/GZ2012069006004977664.html,113.542058,23.111418,小区,27861.0,26888.0,20859.0,17220.0,17220.0,广州科学城,17.22,,
广州,黄埔,知识城,合景天峻,两居,2室2厅1卫,2500.0,71.0,35.21,南,链家/个人,整租·合景天峻 2室2厅 南,https://gz.lianjia.com/zufang/GZ2012083709343170560.html,113.553482,23.325734,小区(模糊),43225.0,41775.0,30149.0,28158.0,28158.0,广州科学城,28.158,,
广州,增城,新塘北,中海联智汇城,两居,2室1厅1卫,1400.0,44.0,31.82,北,链家/个人,整租·中海联智汇城 2室1厅 北,https://gz.lianjia.com/zufang/GZ2012084761551437824.html,113.642051,23.157715,小区,47426.0,45976.0,31339.0,26026.0,26026.0,广州科学城,26.026,,
广州,南沙,进港大道,敏捷尚品国际,三居,3室2厅2卫,2592.0,99.0,26.18,南,链家/个人,整租·敏捷尚品国际 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012102970174341120.html,113.560461,22.798306,小区(模糊),56692.0,55508.0,52349.0,56657.0,52349.0,天河软件园,52.349,,
广州,荔湾,西华路,西华路,一居,1室1厅1卫,1700.0,32.47,52.36,东南,链家/个人,整租·西华路 1室1厅 东南,https://gz.lianjia.com/zufang/GZ2012104643009576960.html,113.246943,23.132227,小区,8733.0,9520.0,25470.0,27786.0,8733.0,珠江新城,8.733,,
广州,越秀,黄花岗,先烈中路102号大院,一居,1室0厅1卫,1500.0,20.0,75.0,东南,链家/个人,合租·先烈中路102号大院 1居室 东南卧,https://gz.lianjia.com/zufang/GZ2012111572993835008.html,113.301587,23.141619,小区,4917.0,4346.0,17228.0,21351.0,4346.0,体育西路,4.346,,
广州,黄埔,知识城,星汇城,一居,1室0厅0卫,2000.0,38.0,52.63,南,链家/个人,整租·星汇城 1室0厅 南,https://gz.lianjia.com/zufang/GZ2012118777839222784.html,113.28908,23.228138,小区(模糊),17206.0,22807.0,18157.0,22885.0,17206.0,珠江新城,17.206,,
广州,海珠,赤岗,广发新村,两居,2室1厅1卫,4500.0,60.0,75.0,东,链家/个人,整租·广发新村 2室1厅 东,https://gz.lianjia.com/zufang/GZ2012120231941505024.html,113.330005,23.095494,小区,5331.0,9337.0,16382.0,21151.0,5331.0,珠江新城,5.331,,
广州,增城,朱村,科慧花园,三居,3室2厅2卫,1900.0,91.0,20.88,南,链家/个人,整租·科慧花园 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012122328330141696.html,113.673032,23.280088,小区,51305.0,49855.0,35402.0,33411.0,33411.0,广州科学城,33.411,,
广州,越秀,农讲所,仓边路,三居,3室2厅1卫,5200.0,93.0,55.91,南,链家/个人,整租·仓边路 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012122943882002432.html,113.271566,23.129234,小区,5626.0,7499.0,22071.0,24387.0,5626.0,珠江新城,5.626,,
广州,荔湾,和平西,西关尚品,一居,1室0厅1卫,2200.0,35.0,62.86,南,链家,整租·西关尚品 1室0厅 南,https://gz.lianjia.com/zufang/GZ2012123309507870720.html,113.24774,23.111907,小区,12087.0,12846.0,28438.0,30754.0,12087.0,珠江新城,12.087,,
广州,从化,新城片区,河滨南路,三居,3室2厅2卫,1800.0,135.0,13.33,南,链家/个人,整租·河滨南路 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012125643453497344.html,113.591154,23.539369,小区,67868.0,66418.0,61379.0,54174.0,54174.0,广州科学城,54.174,,
广州,白云,新市,白云明珠广场,两居,2室1厅1卫,3200.0,54.0,59.26,东南,链家,整租·白云明珠广场 2室1厅 东南,https://gz.lianjia.com/zufang/GZ2012134446400012288.html,113.259546,23.180992,小区(模糊),12518.0,14123.0,21555.0,23871.0,12518.0,珠江新城,12.518,,
广州,天河,金融城,汇金国际金融中心,一居,1室1厅1卫,4700.0,32.3,145.51,南,链家/个人,整租·汇金国际金融中心 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012137106897371136.html,113.380844,23.117975,小区,7877.0,7337.0,10750.0,13066.0,7337.0,体育西路,7.337,,
广州,天河,棠下,碧丽苑,一居,1室1厅1卫,2730.0,50.0,54.6,东,链家/个人,整租·碧丽苑 1室1厅 东,https://gz.lianjia.com/zufang/GZ2012142286988640256.html,113.382051,23.131608,小区,8531.0,7991.0,8427.0,12055.0,7991.0,体育西路,7.991,,
广州,番禺,顺德碧桂园,顺德碧桂园芷兰湾,两居,2室2厅1卫,2100.0,90.0,23.33,南,链家/个人,整租·顺德碧桂园芷兰湾 2室2厅 南,https://gz.lianjia.com/zufang/GZ2012162225447370752.html,113.291019,22.922247,小区,26562.0,42402.0,50118.0,52434.0,26562.0,珠江新城,26.562,,
广州,增城,新塘北,长风国际公寓,一居,1室1厅1卫,1000.0,50.0,20.0,东,链家/个人,整租·长风国际公寓 1室1厅 东,https://gz.lianjia.com/zufang/GZ2012188539386593280.html,113.810734,23.261452,小区,67785.0,66335.0,51573.0,46385.0,46385.0,广州科学城,46.385,,
广州,海珠,客村,敦和路武警宿舍,三居,3室1厅1卫,3600.0,94.0,38.3,南,链家,整租·敦和路武警宿舍 3室1厅 南,https://gz.lianjia.com/zufang/GZ2012204905485303808.html,113.315614,23.089867,小区,4100.0,5845.0,20445.0,24073.0,4100.0,珠江新城,4.1,,
广州,从化,太平镇,紫泉翠荔嘉园,三居,3室2厅2卫,1500.0,105.0,14.29,南,链家/个人,整租·紫泉翠荔嘉园 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012382280038744064.html,113.486979,23.442353,小区,48697.0,47247.0,42208.0,39946.0,39946.0,广州科学城,39.946,,
广州,增城,增城碧桂园,碧桂园豪园挂绿湖,三居,3室2厅2卫,1275.0,124.0,10.28,南,链家/个人,整租·碧桂园豪园挂绿湖 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012393112109842432.html,113.823859,23.224413,小区,66808.0,65358.0,50596.0,45408.0,45408.0,广州科学城,45.408,,
广州,天河,珠江新城中,嘉裕中心,一居,1室1厅1卫,17600.0,68.9,255.44,南,链家/个人,整租·嘉裕中心 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012393732640342016.html,113.326941,23.122659,小区,1651.0,1802.0,15073.0,18906.0,1651.0,珠江新城,1.651,,
广州,天河,珠江新城中,嘉裕中心,一居,1室1厅1卫,17600.0,76.6,229.77,南,链家/个人,整租·嘉裕中心 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012398484136656896.html,113.326941,23.122659,小区,1651.0,1802.0,15073.0,18906.0,1651.0,珠江新城,1.651,,
广州,天河,珠江新城中,嘉裕中心,一居,1室1厅1卫,17600.0,72.0,244.44,南,链家/个人,整租·嘉裕中心 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012399218915803136.html,113.326941,23.122659,小区,1651.0,1802.0,15073.0,18906.0,1651.0,珠江新城,1.651,,
广州,黄埔,知识城,广州绿地城,一居,1室2厅1卫,2200.0,46.0,47.83,南,链家/个人,整租·广州绿地城 1室2厅 南,https://gz.lianjia.com/zufang/GZ2012401452453986304.html,113.548673,23.322942,小区,41190.0,39740.0,29221.0,27230.0,27230.0,广州科学城,27.23,,
广州,南沙,明珠湾,美的江上沄启,两居,2室2厅1卫,900.0,30.0,30.0,东南,链家/个人,合租·美的江上沄启 2居室 东南卧,https://gz.lianjia.com/zufang/GZ2012418549141733376.html,113.516337,22.75798,小区(模糊),58089.0,56905.0,58565.0,64025.0,56905.0,体育西路,56.905,,
广州,南沙,金洲,南沙城,两居,2室1厅1卫,1475.0,43.0,34.3,南,链家,整租·南沙城 2室1厅 南,https://gz.lianjia.com/zufang/GZ2012456044248170496.html,113.538205,22.798718,小区,54681.0,53497.0,50338.0,54646.0,50338.0,天河软件园,50.338,,
广州,增城,永宁,合景花漫里,三居,3室1厅1卫,1600.0,72.0,22.22,北,链家/个人,整租·合景花漫里 3室1厅 北,https://gz.lianjia.com/zufang/GZ2012456724379729920.html,113.599473,23.195553,小区,45424.0,43974.0,29212.0,24024.0,24024.0,广州科学城,24.024,,
广州,越秀,黄花岗,先烈中路,两居,2室1厅1卫,2900.0,48.0,60.42,西南,链家/个人,整租·先烈中路 2室1厅 西南,https://gz.lianjia.com/zufang/GZ2012478725936906240.html,113.298348,23.139859,小区,5124.0,4553.0,17435.0,21558.0,4553.0,体育西路,4.553,,
广州,南沙,黄阁,保利南沙天汇,三居,3室2厅2卫,2600.0,93.5,27.81,西南,链家/个人,整租·保利南沙天汇 3室2厅 西南,https://gz.lianjia.com/zufang/GZ2012481238413082624.html,113.492504,22.795314,小区,51476.0,50292.0,51952.0,54268.0,50292.0,体育西路,50.292,,
广州,天河,东圃,兰亭盛荟,两居,2室2厅1卫,6200.0,80.0,77.5,西南,链家/个人,整租·兰亭盛荟 2室2厅 西南,https://gz.lianjia.com/zufang/GZ2012481382135103488.html,113.406051,23.113362,小区,10907.0,10367.0,9213.0,11529.0,9213.0,天河软件园,9.213,,
广州,黄埔,知识城,合景天峻,三居,3室1厅1卫,2500.0,88.64,28.2,东 南 西 北,链家/个人,整租·合景天峻 3室1厅 东/南/西/北,https://gz.lianjia.com/zufang/GZ2012490298755645440.html,113.553482,23.325734,小区,43225.0,41775.0,30149.0,28158.0,28158.0,广州科学城,28.158,,
广州,白云,同和,云裳丽影,三居,3室2厅2卫,5800.0,115.0,50.43,南,链家/个人,整租·云裳丽影 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012491197074898944.html,113.330053,23.196367,小区,9604.0,9033.0,14713.0,19441.0,9033.0,体育西路,9.033,,
广州,荔湾,鹤洞,保利越秀·天启,一居,1室0厅1卫,2200.0,41.0,53.66,东南,链家/个人,整租·保利越秀·天启 1室0厅 东南,https://gz.lianjia.com/zufang/GZ2012498764865994752.html,113.247321,23.080035,小区,13515.0,14274.0,29142.0,31458.0,13515.0,珠江新城,13.515,,
广州,天河,东圃,天河广场,三居,3室1厅1卫,3500.0,99.0,35.35,东北,链家/个人,整租·天河广场 3室1厅 东北,https://gz.lianjia.com/zufang/GZ2012530450311938048.html,113.402585,23.122617,小区,10992.0,10452.0,6886.0,9202.0,6886.0,天河软件园,6.886,,
广州,天河,珠江新城中,尚东君御雅苑,两居,2室2厅1卫,12000.0,90.0,133.33,南,链家/个人,整租·尚东君御雅苑 2室2厅 南,https://gz.lianjia.com/zufang/GZ2012531164752904192.html,113.328772,23.120363,小区,1670.0,2414.0,14916.0,18749.0,1670.0,珠江新城,1.67,,
广州,天河,员村,恒安大厦,两居,2室2厅1卫,7800.0,160.0,48.75,北,链家/个人,整租·恒安大厦 2室2厅 北,https://gz.lianjia.com/zufang/GZ2012545095483523072.html,113.357816,23.123624,小区,4932.0,4934.0,11218.0,14846.0,4932.0,珠江新城,4.932,,
广州,南沙,金洲,保利越鸿都会广场,一居,1室1厅1卫,1300.0,49.0,26.53,南,链家/个人,整租·保利越鸿都会广场 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012566576783425536.html,113.242219,23.064617,小区(模糊),13646.0,14405.0,28946.0,31262.0,13646.0,珠江新城,13.646,,
广州,南沙,金洲,南沙城,一居,1室1厅1卫,1600.0,47.0,34.04,南,链家,整租·南沙城 1室1厅 南,https://gz.lianjia.com/zufang/GZ2012744432008298496.html,113.538205,22.798718,小区,54681.0,53497.0,50338.0,54646.0,50338.0,天河软件园,50.338,,
广州,南沙,进港大道,广晟海韵兰庭,两居,2室1厅1卫,1800.0,86.0,20.93,南,链家/个人,整租·广晟海韵兰庭 2室1厅 南,https://gz.lianjia.com/zufang/GZ2012752209787224064.html,113.545251,22.806717,小区,56226.0,55042.0,50587.0,54895.0,50587.0,天河软件园,50.587,,
广州,番禺,华南碧桂园,华南碧桂园岭御苑,三居,3室2厅1卫,2500.0,102.0,24.51,西,链家/个人,整租·华南碧桂园岭御苑 3室2厅 西,https://gz.lianjia.com/zufang/GZ2012753526408609792.html,113.373508,23.002543,小区,20987.0,21981.0,25077.0,27393.0,20987.0,珠江新城,20.987,,
广州,番禺,大石,锦绣银湾,两居,2室2厅2卫,5000.0,108.08,46.26,北,链家/个人,整租·锦绣银湾 2室2厅 北,https://gz.lianjia.com/zufang/GZ2012803526836617216.html,113.326017,23.026668,小区,12975.0,18093.0,24315.0,26631.0,12975.0,珠江新城,12.975,,
广州,天河,天河南,广信牡丹阁,一居,1室1厅1卫,3200.0,31.9,100.31,南,链家,整租·广信牡丹阁 1室1厅 复式 南,https://gz.lianjia.com/zufang/GZ2012804963121496064.html,113.327587,23.127597,小区,2447.0,991.0,20460.0,20358.0,991.0,体育西路,0.991,,
广州,番禺,市桥北,信业悦都荟,两居,2室2厅1卫,2800.0,48.0,58.33,南,链家/个人,整租·信业悦都荟 2室2厅 南,https://gz.lianjia.com/zufang/GZ2012814407981072384.html,113.3656,22.972626,小区,21468.0,22462.0,27829.0,30145.0,21468.0,珠江新城,21.468,,
广州,番禺,汉溪长隆,南国奥园,两居,2室2厅1卫,4200.0,85.0,49.41,东,链家/个人,整租·南国奥园 2室2厅 东,https://gz.lianjia.com/zufang/GZ2012820279583047680.html,113.32423,22.98666,小区,17280.0,19682.0,26863.0,29179.0,17280.0,珠江新城,17.28,,
广州,天河,珠江新城东,金碧华府,三居,3室2厅2卫,22500.0,150.0,150.0,南,链家/个人,整租·金碧华府 3室2厅 南,https://gz.lianjia.com/zufang/GZ2012828591221374976.html,113.342038,23.116697,小区,3036.0,3921.0,17875.0,17712.0,3036.0,珠江新城,3.036,,
广州,越秀,五羊新城,五羊小区,两居,2室1厅1卫,3300.0,41.0,80.49,北,链家/个人,整租·五羊小区 2室1厅 北,https://gz.lianjia.com/zufang/GZ2012834488576376832.html,113.370313,23.122165,小区(模糊),7138.0,6598.0,12634.0,18491.0,6598.0,体育西路,6.598,,
广州,海珠,同福,同福中路,三居,3室1厅1卫,4300.0,171.0,25.15,东 西,链家/个人,整租·同福中路 3室1厅 复式 东/西,https://gz.lianjia.com/zufang/GZ2012850442756685824.html,113.260544,23.105181,小区,9755.0,10514.0,27252.0,29568.0,9755.0,珠江新城,9.755,,
广州,越秀,黄花岗,广工大院,两居,2室1厅1卫,3275.0,60.0,54.58,南,链家,整租·广工大院 2室1厅 南,https://gz.lianjia.com/zufang/GZ2012867706860077056.html,113.264499,23.130061,小区(模糊),7095.0,7882.0,24018.0,26334.0,7095.0,珠江新城,7.095,,
广州,黄埔,知识城,时代印记,三居,3室1厅2卫,2200.0,120.0,18.33,南,链家/个人,整租·时代印记 3室1厅 南,https://gz.lianjia.com/zufang/GZ2012879641190072320.html,113.488898,23.401556,小区,47443.0,45993.0,40954.0,35333.0,35333.0,广州科学城,35.333,,
广州,花都,旧区,新民路78号,三居,3室1厅1卫,1500.0,100.0,15.0,南,链家/个人,整租·新民路78号 3室1厅 南,https://gz.lianjia.com/zufang/GZ2012883728249913344.html,113.205213,23.374075,小区,43787.0,45483.0,40444.0,42941.0,40444.0,天河软件园,40.444,,
广州,南沙,明珠湾,南沙金茂湾,一居,1室1厅1卫,1600.0,40.0,40.0,北,链家/个人,整租·南沙金茂湾 1室1厅 北,https://gz.lianjia.com/zufang/GZ2013106655440404480.html,113.519699,22.780775,小区(模糊),53410.0,52226.0,53886.0,56192.0,52226.0,体育西路,52.226,,
广州,南沙,明珠湾,湾区·金融城,三居,3室2厅2卫,2900.0,90.0,32.22,东北,链家/个人,整租·湾区·金融城 3室2厅 东北,https://gz.lianjia.com/zufang/GZ2013110918249971712.html,113.585857,22.793208,小区,60455.0,59271.0,56098.0,60406.0,56098.0,天河软件园,56.098,,
广州,荔湾,人民路,上九路,一居,1室1厅1卫,12800.0,100.0,128.0,东南 南,链家/个人,整租·上九路 1室1厅 东南/南,https://gz.lianjia.com/zufang/GZ2013112314479247360.html,113.251593,23.115816,小区,9129.0,10368.0,25887.0,28203.0,9129.0,珠江新城,9.129,,
广州,荔湾,西村,西湾路,一居,1室1厅1卫,1300.0,38.0,34.21,南,链家,整租·西湾路 1室1厅 南,https://gz.lianjia.com/zufang/GZ2013131245566820352.html,113.241577,23.149424,小区(模糊),12409.0,13168.0,23219.0,25535.0,12409.0,珠江新城,12.409,,
广州,天河,龙口东,中南小区,两居,2室1厅1卫,3200.0,30.0,106.67,南,链家/个人,合租·中南小区 2居室 南卧,https://gz.lianjia.com/zufang/GZ2013143551642173440.html,113.339464,23.139932,小区,4879.0,4217.0,11235.0,14863.0,4217.0,体育西路,4.217,,
广州,南沙,进港大道,越秀滨海新城,三居,3室2厅2卫,1900.0,92.74,20.49,南 北,链家/个人,整租·越秀滨海新城 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ2013150072086200320.html,113.548798,22.815375,小区,56641.0,55457.0,50416.0,54724.0,50416.0,天河软件园,50.416,,
