城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_陆家嘴,距离_张江科学城,距离_漕河泾,距离_外滩,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
上海,浦东,杨思前滩,南国龙苑西区,两居,2室2厅1卫,6800.0,96.71,70.31,南,链家,整租·南国龙苑西区 2室2厅 南,https://sh.lianjia.com/zufang/SH2066724072078704640.html,121.492994,31.155052,小区,11045.0,21516.0,10752.0,12693.0,10752.0,漕河泾,10.752,3,3
上海,浦东,唐镇,浦发罗兰翡丽,三居,3室2厅1卫,7500.0,97.92,76.59,南,链家,整租·浦发罗兰翡丽 3室2厅 南,https://sh.lianjia.com/zufang/SH2066724385825226752.html,121.250445,31.381079,小区,36624.0,56282.0,37299.0,35121.0,35121.0,外滩,35.121,4,2
上海,杨浦,五角场,建新小区,一居,1室0厅1卫,4200.0,31.0,135.48,南,链家,整租·建新小区 1室0厅 南,https://sh.lianjia.com/zufang/SH2066732394555113472.html,121.455876,31.205839,小区(模糊),8447.0,22544.0,7248.0,6085.0,6085.0,外滩,6.085,8,1
上海,浦东,杨思前滩,桃李家园,两居,2室2厅1卫,6000.0,92.94,64.56,南,链家,整租·桃李家园 2室2厅 南,https://sh.lianjia.com/zufang/SH2066735656465334272.html,121.507581,31.161064,小区,10967.0,18988.0,11491.0,12740.0,10967.0,陆家嘴,10.967,1,1
上海,徐汇,龙华,三江小区,一居,1室1厅1卫,5400.0,47.45,113.8,南,贝壳优选,整租·三江小区 1室1厅 南,https://sh.lianjia.com/zufang/SH2066736671725977600.html,121.439673,31.164879,小区,14311.0,26045.0,3115.0,12291.0,3115.0,漕河泾,3.115,5,1
上海,松江,松江大学城,三湘四季花城,三居,3室2厅1卫,5500.0,138.31,39.77,南,链家,整租·三湘四季花城 3室2厅 南,https://sh.lianjia.com/zufang/SH2066749851160281088.html,121.228878,31.055685,小区(模糊),44246.0,56167.0,30770.0,42226.0,30770.0,漕河泾,30.77,3,1
上海,闵行,颛桥,绿地新干线,两居,2室2厅1卫,4700.0,83.71,56.15,东南,链家,整租·绿地新干线 2室2厅 东南,https://sh.lianjia.com/zufang/SH2066753340313698304.html,121.419147,31.030448,小区,33851.0,45521.0,20467.0,33691.0,20467.0,漕河泾,20.467,2,1
上海,松江,佘山,国贸天悦一期观澜庭,三居,3室2厅2卫,7998.0,128.43,62.28,南 北,链家,整租·国贸天悦一期观澜庭 3室2厅 南/北,https://sh.lianjia.com/zufang/SH2066754272254492672.html,121.220701,31.126914,小区,33734.0,51070.0,25920.0,31372.0,25920.0,漕河泾,25.92,2,1
上海,松江,九亭,绿庭尚城,三居,3室2厅1卫,8300.0,127.72,64.99,南,链家,整租·绿庭尚城 3室2厅 南,https://sh.lianjia.com/zufang/SH2066764890294452224.html,121.313028,31.147081,小区(模糊),25032.0,43136.0,11015.0,22670.0,11015.0,漕河泾,11.015,3,2
上海,浦东,御桥,绿洲康城金邸,三居,3室2厅2卫,11500.0,153.0,75.16,南,链家,整租·绿洲康城金邸 3室2厅 南,https://sh.lianjia.com/zufang/SH2066767774838947840.html,121.577388,31.152203,小区,18732.0,16692.0,22542.0,20032.0,16692.0,张江科学城,16.692,1,1
上海,静安,不夜城,合兴小区,两居,2室0厅1卫,4800.0,39.27,122.23,西南,链家,整租·合兴小区 2室0厅 西南,https://sh.lianjia.com/zufang/SH2066769958032900096.html,121.454283,31.254114,小区,7413.0,28973.0,14180.0,6661.0,6661.0,外滩,6.661,5,4
上海,青浦,盈浦,五浦汇c区顾会庭,两居,2室2厅1卫,2200.0,77.0,28.57,南,链家,整租·五浦汇c区顾会庭 2室2厅 南,https://sh.lianjia.com/zufang/SH2066779347364085760.html,121.0842,31.142878,小区,46942.0,64278.0,39128.0,44580.0,39128.0,漕河泾,39.128,2,1
上海,嘉定,安亭,世昶生活广场,两居,2室2厅0卫,7800.0,95.38,81.78,南,链家,整租·世昶生活广场 2室2厅 南,https://sh.lianjia.com/zufang/SH2066780644939137024.html,121.230106,31.054521,小区,43966.0,55887.0,30490.0,41946.0,30490.0,漕河泾,30.49,2,0
上海,浦东,周浦,御沁园西区,三居,3室2厅2卫,9500.0,132.0,71.97,南,链家,整租·御沁园西区 3室2厅 南,https://sh.lianjia.com/zufang/SH2066785472595623936.html,121.572958,31.101421,小区,21324.0,21076.0,24959.0,21301.0,21076.0,张江科学城,21.076,0,1
上海,杨浦,中原,闸殷路195弄,两居,2室1厅1卫,4200.0,63.78,65.85,南,链家,整租·闸殷路195弄 2室1厅 南,https://sh.lianjia.com/zufang/SH2066790732835848192.html,121.528205,31.330002,小区(模糊),13356.0,22595.0,30026.0,13771.0,13356.0,陆家嘴,13.356,1,1
上海,长宁,镇宁路,镇宁路465弄,一居,1室0厅1卫,4500.0,35.1,128.21,南,链家,整租·镇宁路465弄 1室0厅 南,https://sh.lianjia.com/zufang/SH2066798924588384256.html,121.434176,31.222915,小区,8455.0,26672.0,8682.0,6093.0,6093.0,外滩,6.093,10,4
上海,普陀,曹杨,梅岭苑,两居,2室1厅1卫,7500.0,98.8,75.91,南,链家,整租·梅岭苑 2室1厅 南,https://sh.lianjia.com/zufang/SH2066802321815240704.html,121.404823,31.243017,小区,12181.0,33534.0,10398.0,9819.0,9819.0,外滩,9.819,3,3
上海,虹口,曲阳,东体小区,两居,2室1厅1卫,6000.0,59.5,100.84,南,链家,整租·东体小区 2室1厅 南,https://sh.lianjia.com/zufang/SH2066809622320119808.html,121.488505,31.280719,小区(模糊),6444.0,24347.0,18801.0,6859.0,6444.0,陆家嘴,6.444,6,1
上海,普陀,桃浦,安居古浪新苑,三居,3室1厅1卫,6900.0,88.65,77.83,南,链家,整租·安居古浪新苑 3室1厅 南,https://sh.lianjia.com/zufang/SH2066828003517661184.html,121.385863,31.28489,小区,16291.0,34429.0,17076.0,18271.0,16291.0,陆家嘴,16.291,0,2
上海,徐汇,斜土路,银亿徐汇酩悦,三居,3室2厅2卫,17500.0,151.44,115.56,南,链家,整租·银亿徐汇酩悦 3室2厅 南,https://sh.lianjia.com/zufang/SH2066829863246888960.html,121.459845,31.197952,小区,9372.0,22614.0,6693.0,6648.0,6648.0,外滩,6.648,9,2
上海,松江,泗泾,塘和家园·顺康苑,三居,3室1厅1卫,3400.0,83.39,40.77,南,链家,整租·塘和家园·顺康苑 3室1厅 南,https://sh.lianjia.com/zufang/SH2066832678832832512.html,121.273854,31.112511,板块,29552.0,52283.0,15480.0,27190.0,15480.0,漕河泾,15.48,1,1
上海,静安,阳城,万荣小区,一居,1室1厅1卫,4000.0,44.0,90.91,南,链家,整租·万荣小区 1室1厅 南,https://sh.lianjia.com/zufang/SH2066835685096030208.html,121.436817,31.285466,小区,10460.0,28544.0,16207.0,11111.0,10460.0,陆家嘴,10.46,4,4
上海,杨浦,五角场,铁路新村(杨浦),两居,2室1厅1卫,5600.0,51.15,109.48,南 北,链家,整租·铁路新村(杨浦) 2室1厅 南/北,https://sh.lianjia.com/zufang/SH2066841392952377344.html,121.453572,31.256327,小区(模糊),8412.0,28847.0,14054.0,6972.0,6972.0,外滩,6.972,4,5
上海,嘉定,嘉定新城,新城金郡（商住）,两居,2室1厅1卫,3000.0,53.5,56.07,南,贝壳优选,整租·新城金郡（商住） 2室1厅 南,https://sh.lianjia.com/zufang/SH2066842331130101760.html,121.240155,31.344137,小区,37414.0,56961.0,38089.0,35911.0,35911.0,外滩,35.911,0,0
上海,金山,金山新城,金悦华庭,三居,3室2厅1卫,2200.0,91.8,23.97,南,链家,整租·金悦华庭 3室2厅 南,https://sh.lianjia.com/zufang/SH2066844479310004224.html,121.328097,30.749113,小区,74207.0,81507.0,57893.0,71845.0,57893.0,漕河泾,57.893,4,0
上海,闵行,龙柏,龙柏四村,两居,2室1厅1卫,6800.0,66.15,102.8,南,链家,整租·龙柏四村 2室1厅 南,https://sh.lianjia.com/zufang/SH2066855303529365504.html,121.36274,31.179722,小区,16712.0,37788.0,7672.0,14350.0,7672.0,漕河泾,7.672,2,1
上海,徐汇,上海南站,汇成五村,两居,2室0厅1卫,4300.0,52.0,82.69,南,链家,整租·汇成五村 2室0厅 南,https://sh.lianjia.com/zufang/SH2066859732588560384.html,121.436307,31.188334,小区,10980.0,25046.0,4321.0,8618.0,4321.0,漕河泾,4.321,22,10
上海,浦东,金杨,香山新村西北街坊,两居,2室2厅1卫,6000.0,97.8,61.35,南,链家,整租·香山新村西北街坊 2室2厅 南,https://sh.lianjia.com/zufang/SH2066863733329625088.html,121.566506,31.240927,小区,7428.0,11778.0,21903.0,9306.0,7428.0,陆家嘴,7.428,3,3
上海,浦东,临港新城,新芦苑,三居,3室2厅2卫,2800.0,124.0,22.58,南 北,链家,整租·新芦苑 3室2厅 南/北,https://sh.lianjia.com/zufang/SH2066876641723809792.html,121.851724,30.874407,小区(模糊),69304.0,54831.0,72181.0,71602.0,54831.0,张江科学城,54.831,1,1
上海,宝山,共康,和欣国际花园,三居,3室2厅2卫,12000.0,131.51,91.25,南 北,链家,整租·和欣国际花园 3室2厅 南/北,https://sh.lianjia.com/zufang/SH2066881594806763520.html,121.435148,31.335122,小区,17376.0,36832.0,23710.0,15873.0,15873.0,外滩,15.873,4,3
上海,长宁,虹桥,虹欣小区,一居,1室1厅1卫,4200.0,39.48,106.38,南,贝壳优选,整租·虹欣小区 1室1厅 南,https://sh.lianjia.com/zufang/SH2066900684623577088.html,121.417822,31.192681,小区,13434.0,26752.0,4144.0,11072.0,4144.0,漕河泾,4.144,9,2
上海,杨浦,鞍山,锦西路30弄,两居,2室1厅1卫,5000.0,52.0,96.15,南,链家,整租·锦西路30弄 2室1厅 南,https://sh.lianjia.com/zufang/SH2067080815258370048.html,121.513888,31.277043,小区(模糊),7847.0,21113.0,21357.0,8262.0,7847.0,陆家嘴,7.847,5,2
上海,嘉定,南翔,中冶祥腾城市广场,三居,3室1厅1卫,9000.0,117.03,76.9,南,链家,整租·中冶祥腾城市广场 3室1厅 南,https://sh.lianjia.com/zufang/SH2067087650694627328.html,121.322994,31.295776,小区,25035.0,39690.0,25710.0,23532.0,23532.0,外滩,23.532,5,2
上海,长宁,中山公园,春天花园,一居,1室2厅1卫,8000.0,60.86,131.45,南,链家,整租·春天花园 1室2厅 南,https://sh.lianjia.com/zufang/SH2067099896426528768.html,121.403411,31.21717,小区(模糊),12210.0,41320.0,7255.0,9848.0,7255.0,漕河泾,7.255,6,1
上海,奉贤,西渡,陈湾小区,两居,2室2厅1卫,2400.0,90.37,26.56,南,链家,整租·陈湾小区 2室2厅 南,https://sh.lianjia.com/zufang/SH2067101806336409600.html,121.447898,30.959657,小区,42138.0,53801.0,28662.0,40118.0,28662.0,漕河泾,28.662,0,0
上海,浦东,临港新城,东宸源著,三居,3室1厅2卫,3300.0,129.08,25.57,南,链家,整租·东宸源著 3室1厅 南,https://sh.lianjia.com/zufang/SH2067102750973362176.html,121.924547,30.918921,小区,70730.0,55598.0,77786.0,72110.0,55598.0,张江科学城,55.598,2,1
上海,静安,静安寺,欣安大厦,三居,3室1厅2卫,18700.0,150.73,124.06,南,链家,整租·欣安大厦 3室1厅 南,https://sh.lianjia.com/zufang/SH2067105343451693056.html,121.437372,31.219099,小区(模糊),8306.0,26523.0,8294.0,5944.0,5944.0,外滩,5.944,8,2
上海,松江,九亭,青春驿站,一居,1室1厅1卫,3800.0,41.74,91.04,东南,链家,整租·青春驿站 1室1厅 东南,https://sh.lianjia.com/zufang/SH2067107369476685824.html,121.227676,31.03257,小区,41692.0,53613.0,28216.0,39672.0,28216.0,漕河泾,28.216,2,2
上海,浦东,南码头,光鸿苑,三居,3室2厅1卫,8800.0,111.16,79.17,南,链家,整租·光鸿苑 3室2厅 南,https://sh.lianjia.com/zufang/SH2067111942371147776.html,121.516704,31.200549,小区,5206.0,14794.0,15988.0,8004.0,5206.0,陆家嘴,5.206,5,1
上海,松江,泗泾,塘和家园德宁苑,一居,1室1厅1卫,2880.0,52.25,55.12,南,链家,整租·塘和家园德宁苑 1室1厅 南,https://sh.lianjia.com/zufang/SH2067114132087242752.html,121.251107,31.100678,小区(模糊),37457.0,53236.0,27839.0,35095.0,27839.0,漕河泾,27.839,0,0
上海,浦东,三林,城林美苑东区（三舒路33弄）,两居,2室1厅1卫,5500.0,67.64,81.31,南,链家,整租·城林美苑东区（三舒路33弄） 2室1厅 南,https://sh.lianjia.com/zufang/SH2067118295814766592.html,121.504093,31.125972,小区,14595.0,25031.0,13929.0,16763.0,13929.0,漕河泾,13.929,2,2
上海,浦东,张江,春港丽园(公寓),三居,3室2厅2卫,8000.0,123.49,64.78,南,链家,整租·春港丽园(公寓) 3室2厅 南,https://sh.lianjia.com/zufang/SH2067127929686458368.html,121.623101,31.202202,小区,17418.0,6368.0,28117.0,19791.0,6368.0,张江科学城,6.368,1,1
上海,静安,苏河湾,恒安大厦,三居,3室1厅2卫,13700.0,135.4,101.18,南,链家,整租·恒安大厦 3室1厅 南,https://sh.lianjia.com/zufang/SH2067137153334247424.html,121.467267,31.241053,小区,6167.0,22944.0,14448.0,3548.0,3548.0,外滩,3.548,13,5
上海,嘉定,菊园新区,保利五月花,一居,1室1厅1卫,1900.0,61.16,31.07,南,链家,整租·保利五月花 1室1厅 南,https://sh.lianjia.com/zufang/SH2067139290340524032.html,121.512584,31.220079,小区,3311.0,17342.0,16197.0,8213.0,3311.0,陆家嘴,3.311,6,1
上海,浦东,唐镇,阳光城魔都,一居,1室1厅1卫,6100.0,60.0,101.67,西南,链家,整租·阳光城魔都 1室1厅 西南,https://sh.lianjia.com/zufang/SH2067153205048901632.html,121.655746,31.212939,小区,19993.0,4161.0,32128.0,22291.0,4161.0,张江科学城,4.161,2,1
上海,浦东,陆家嘴,汤臣中心,三居,3室1厅1卫,18000.0,193.23,93.15,南,链家,整租·汤臣中心 3室1厅 南,https://sh.lianjia.com/zufang/SH2067155702467526656.html,121.507513,31.234295,板块,1224.0,18195.0,18566.0,4127.0,1224.0,陆家嘴,1.224,30,6
上海,浦东,花木,浦东星河湾,两居,2室2厅1卫,21000.0,110.02,190.87,南,链家,整租·浦东星河湾 2室2厅 南,https://sh.lianjia.com/zufang/SH2067161331521290240.html,121.535271,31.192474,小区,7955.0,13568.0,17438.0,9454.0,7955.0,陆家嘴,7.955,2,1
上海,浦东,陆家嘴,汤臣中心,一居,1室1厅1卫,4800.0,48.6,98.77,南,链家,整租·汤臣中心 1室1厅 南,https://sh.lianjia.com/zufang/SH2067173144094834688.html,121.511759,31.224769,小区,2400.0,18473.0,17328.0,4342.0,2400.0,陆家嘴,2.4,11,3
上海,普陀,真如,曹杨八村,两居,2室0厅1卫,4800.0,50.41,95.22,南,链家,整租·曹杨八村 2室0厅 南,https://sh.lianjia.com/zufang/SH2067189213878550528.html,121.406778,31.246478,小区(模糊),12534.0,37177.0,12038.0,10172.0,10172.0,外滩,10.172,4,1
上海,青浦,赵巷,万科有山,三居,3室2厅2卫,9500.0,110.0,86.36,南,链家,整租·万科有山 3室2厅 复式 南,https://sh.lianjia.com/zufang/SH2067190734426996736.html,121.229848,31.125337,小区,33391.0,50727.0,25577.0,31029.0,25577.0,漕河泾,25.577,2,1
上海,浦东,临港新城,绿地东岸涟城,两居,2室2厅1卫,3600.0,86.58,41.58,南 北,链家,整租·绿地东岸涟城 2室2厅 南/北,https://sh.lianjia.com/zufang/SH2067198240255639552.html,121.544346,31.221461,行政区,5180.0,14727.0,18606.0,7518.0,5180.0,陆家嘴,5.18,8,3
上海,松江,佘山,绿地海珀佘山,三居,3室1厅4卫,8500.0,443.54,19.16,南,链家,整租·绿地海珀佘山 3室1厅 复式 南,https://sh.lianjia.com/zufang/SH2067203524080435200.html,121.17421,31.090353,小区,47982.0,60449.0,35052.0,45620.0,35052.0,漕河泾,35.052,0,0
上海,宝山,共富,共富二村,三居,3室1厅1卫,4500.0,79.0,56.96,南 北,链家,整租·共富二村 3室1厅 南/北,https://sh.lianjia.com/zufang/SH2067223532932169728.html,121.489431,31.405242,行政区,21890.0,34055.0,33596.0,25808.0,21890.0,陆家嘴,21.89,2,2
上海,奉贤,西渡,紫竹苑(奉贤),一居,1室1厅1卫,2392.0,49.8,48.03,南,贝壳优选,整租·紫竹苑(奉贤) 1室1厅 南,https://sh.lianjia.com/zufang/SH2067232004943904768.html,121.439956,30.991987,小区,38616.0,50279.0,25140.0,36596.0,25140.0,漕河泾,25.14,1,0
上海,静安,苏河湾,华发仁恒苏河世纪,三居,3室2厅2卫,20800.0,107.0,194.39,南 北,链家,整租·华发仁恒苏河世纪 3室2厅 南/北,https://sh.lianjia.com/zufang/SH2067234436260298752.html,121.462087,31.042698,小区,30104.0,39263.0,16720.0,29944.0,16720.0,漕河泾,16.72,2,1
上海,浦东,航头,昱丽家园,两居,2室2厅1卫,4600.0,75.06,61.28,南,链家,整租·昱丽家园 2室2厅 南,https://sh.lianjia.com/zufang/SH2067242285443055616.html,121.590628,31.080656,小区,25139.0,23137.0,28774.0,25116.0,23137.0,张江科学城,23.137,1,1
上海,嘉定,安亭,万立城,两居,2室1厅1卫,3500.0,83.64,41.85,南,链家,整租·万立城 2室1厅 南,https://sh.lianjia.com/zufang/SH2067246094781251584.html,121.17704,31.283357,小区,45031.0,61377.0,37670.0,36917.0,36917.0,外滩,36.917,1,2
上海,黄浦,打浦桥,大同花园南区,两居,2室2厅1卫,12000.0,93.55,128.27,西南,链家,整租·大同花园南区 2室2厅 西南,https://sh.lianjia.com/zufang/SH2067248685804158976.html,121.473096,31.204921,小区,7640.0,20882.0,9232.0,4764.0,4764.0,外滩,4.764,13,4
上海,宝山,共富,共富花园,两居,2室1厅1卫,3600.0,57.09,63.06,南,链家,整租·共富花园 2室1厅 南,https://sh.lianjia.com/zufang/SH2067252510535450624.html,121.428894,31.348754,小区(模糊),19242.0,34040.0,25576.0,17739.0,17739.0,外滩,17.739,1,1
上海,浦东,临港新城,滴水湖馨苑二期,三居,3室2厅1卫,3900.0,76.33,51.09,南,链家,整租·滴水湖馨苑二期 3室2厅 南,https://sh.lianjia.com/zufang/SH2067261351671103488.html,121.908463,30.89215,小区,69291.0,54818.0,72168.0,71589.0,54818.0,张江科学城,54.818,1,1
上海,浦东,潍坊,潍坊七村,两居,2室0厅1卫,5800.0,50.0,116.0,南 北,链家,整租·潍坊七村 2室0厅 南/北,https://sh.lianjia.com/zufang/SH2067445902942928896.html,121.521744,31.223597,小区,3667.0,18368.0,17223.0,5163.0,3667.0,陆家嘴,3.667,17,5
上海,松江,九亭,九亭明珠苑(公寓),三居,3室2厅2卫,6600.0,253.86,26.0,南,链家,整租·九亭明珠苑(公寓) 3室2厅 复式 南,https://sh.lianjia.com/zufang/SH2067451446080569344.html,121.331422,31.132821,小区,24698.0,41220.0,15823.0,22336.0,15823.0,漕河泾,15.823,1,0
上海,崇明,陈家镇,裕鸿佳苑(安寓路100弄),三居,3室2厅1卫,2300.0,103.6,22.2,南,链家,整租·裕鸿佳苑(安寓路100弄) 3室2厅 南,https://sh.lianjia.com/zufang/SH2067452790661185536.html,121.845366,31.532712,小区,55734.0,47629.0,71994.0,64010.0,47629.0,张江科学城,47.629,0,1
上海,浦东,潍坊,潍坊二村,一居,1室1厅1卫,5000.0,41.2,121.36,南,链家,整租·潍坊二村 1室1厅 南,https://sh.lianjia.com/zufang/SH2067460282518601728.html,121.520441,31.22031,小区,3356.0,17975.0,16830.0,4831.0,3356.0,陆家嘴,3.356,9,2
上海,宝山,大华,康泰新城,两居,2室2厅1卫,6000.0,94.71,63.35,南 北,链家,整租·康泰新城 2室2厅 南/北,https://sh.lianjia.com/zufang/SH2067467388592324608.html,121.404626,31.282546,小区,14331.0,33374.0,16814.0,13490.0,13490.0,外滩,13.49,1,0
上海,闵行,老闵行,鹤北新村二街坊,两居,2室2厅1卫,4200.0,92.03,45.64,南,链家,整租·鹤北新村二街坊 2室2厅 南,https://sh.lianjia.com/zufang/SH2067478627955507200.html,121.414985,31.010238,小区,36001.0,46854.0,21784.0,33240.0,21784.0,漕河泾,21.784,1,3
上海,徐汇,建国西路,明园世纪城,三居,3室2厅3卫,33000.0,204.64,161.26,东 东南 南,链家,整租·明园世纪城 3室2厅 东/东南/南,https://sh.lianjia.com/zufang/SH2067478938774405120.html,121.458887,31.212035,小区,7233.0,23489.0,7851.0,4871.0,4871.0,外滩,4.871,11,2
上海,长宁,古北,古北国际花园,一居,1室2厅1卫,13500.0,75.89,177.89,南,链家,整租·古北国际花园 1室2厅 南,https://sh.lianjia.com/zufang/SH2067492934437044224.html,121.402242,31.195984,小区,13144.0,28617.0,4971.0,10782.0,4971.0,漕河泾,4.971,13,4
上海,杨浦,东外滩,馨运公寓,两居,2室2厅1卫,7000.0,68.38,102.37,南,链家,整租·馨运公寓 2室2厅 南,https://sh.lianjia.com/zufang/SH2067494167155572736.html,121.532781,31.265612,小区,6592.0,17259.0,20397.0,6720.0,6592.0,陆家嘴,6.592,7,3
上海,宝山,淞宝,海滨六村,两居,2室1厅1卫,2900.0,64.86,44.71,南,链家,整租·海滨六村 2室1厅 南,https://sh.lianjia.com/zufang/SH2067508244745551872.html,121.495885,31.384145,小区,19231.0,30876.0,30937.0,23149.0,19231.0,陆家嘴,19.231,1,1
上海,松江,松江大学城,信达蓝爵,三居,3室2厅2卫,7000.0,126.0,55.56,南,链家,整租·信达蓝爵 3室2厅 南,https://sh.lianjia.com/zufang/SH2067515786905255936.html,121.243246,31.060132,小区,40587.0,53179.0,27782.0,39238.0,27782.0,漕河泾,27.782,2,2
上海,浦东,三林,依水园一期,两居,2室1厅1卫,5200.0,67.87,76.62,南,链家,整租·依水园一期 2室1厅 南,https://sh.lianjia.com/zufang/SH2067519332954406912.html,121.510061,31.122854,小区,19017.0,25573.0,17651.0,16655.0,16655.0,外滩,16.655,1,0
上海,宝山,淞宝,水上新村(宝山),三居,3室1厅1卫,3300.0,45.48,72.56,南,链家,整租·水上新村(宝山) 3室1厅 南,https://sh.lianjia.com/zufang/SH2067527854987411456.html,121.488478,31.409489,小区,22358.0,33975.0,34064.0,26276.0,22358.0,陆家嘴,22.358,1,2
上海,浦东,金桥,嘉屯苑,两居,2室2厅1卫,5000.0,93.02,53.75,南,链家,整租·嘉屯苑 2室2厅 南,https://sh.lianjia.com/zufang/SH2067562892764381184.html,121.580305,31.283254,小区(模糊),10536.0,19818.0,25333.0,13682.0,10536.0,陆家嘴,10.536,0,0
上海,长宁,古北,伦敦广场,三居,3室2厅2卫,28000.0,249.23,112.35,东 西,链家,整租·伦敦广场 3室2厅 东/西,https://sh.lianjia.com/zufang/SH2067563060695924736.html,121.397524,31.197285,小区,14095.0,29648.0,4958.0,11733.0,4958.0,漕河泾,4.958,10,4
上海,黄浦,人民广场,平和里,两居,2室1厅1卫,8000.0,45.88,174.37,南 北,链家,整租·平和里 2室1厅 南/北,https://sh.lianjia.com/zufang/SH2067563856057597952.html,121.469542,31.235199,小区,5320.0,22383.0,13048.0,2943.0,2943.0,外滩,2.943,26,7
上海,长宁,古北,鹿特丹花园,三居,3室2厅3卫,28000.0,206.62,135.51,南,链家,整租·鹿特丹花园 3室2厅 南,https://sh.lianjia.com/zufang/SH2067583551448023040.html,121.395165,31.19407,小区,13662.0,29415.0,4725.0,11300.0,4725.0,漕河泾,4.725,11,5
上海,浦东,塘桥,宏润公寓,两居,2室2厅1卫,9400.0,95.44,98.49,南,链家,整租·宏润公寓 2室2厅 南,https://sh.lianjia.com/zufang/SH2067595625926492160.html,121.516132,31.206519,小区,4410.0,15559.0,15498.0,7514.0,4410.0,陆家嘴,4.41,5,2
上海,普陀,长寿路,华生大厦,三居,3室2厅1卫,12700.0,136.0,93.38,南,链家,整租·华生大厦 3室2厅 南,https://sh.lianjia.com/zufang/SH2067601510790856704.html,121.439566,31.245467,小区,8766.0,31303.0,12722.0,7326.0,7326.0,外滩,7.326,8,4
上海,普陀,光新,农林小区,一居,1室1厅1卫,4500.0,35.0,128.57,南,链家,整租·农林小区 1室1厅 南,https://sh.lianjia.com/zufang/SH2067638285420724224.html,121.43492,31.255036,小区(模糊),9543.0,29855.0,12299.0,9314.0,9314.0,外滩,9.314,3,4
上海,浦东,川沙,王桥苑,三居,3室2厅2卫,5000.0,128.57,38.89,南,链家,整租·王桥苑 3室2厅 南,https://sh.lianjia.com/zufang/SH2067813405070196736.html,121.691132,31.184015,小区,27127.0,11757.0,34183.0,28067.0,11757.0,张江科学城,11.757,3,1
上海,闵行,金虹桥,古北新城,两居,2室2厅1卫,8800.0,102.39,85.95,南 北,链家,整租·古北新城 2室2厅 南/北,https://sh.lianjia.com/zufang/SH2067820345330499584.html,121.402967,31.182463,小区,15077.0,28395.0,3226.0,12715.0,3226.0,漕河泾,3.226,4,2
上海,闵行,华漕,万科时一区（一期）,两居,2室2厅1卫,8200.0,77.62,105.64,南,链家,整租·万科时一区（一期） 2室2厅 南,https://sh.lianjia.com/zufang/SH2067825394421071872.html,121.311471,31.202309,小区(模糊),24353.0,47290.0,14841.0,22328.0,14841.0,漕河泾,14.841,10,2
上海,虹口,临平路,大连小区,两居,2室1厅1卫,7500.0,78.02,96.13,东 南,链家,整租·大连小区 2室1厅 东/南,https://sh.lianjia.com/zufang/SH2067827216607084544.html,121.505128,31.266711,小区,4632.0,20914.0,19368.0,5691.0,4632.0,陆家嘴,4.632,8,5
上海,普陀,曹杨,中桥大楼,三居,3室1厅1卫,6900.0,84.82,81.35,南,链家,整租·中桥大楼 3室1厅 南,https://sh.lianjia.com/zufang/SH2067829125590024192.html,121.411089,31.241325,小区,11496.0,32849.0,10165.0,9134.0,9134.0,外滩,9.134,8,3
上海,闵行,莘庄南广场,奥塞花园,一居,1室1厅1卫,4500.0,53.96,83.4,南,链家,整租·奥塞花园 1室1厅 南,https://sh.lianjia.com/zufang/SH2067833072857907200.html,121.390106,31.097583,小区,23838.0,35759.0,10362.0,21818.0,10362.0,漕河泾,10.362,2,0
上海,浦东,世博,上南二村,一居,1室0厅1卫,4200.0,28.35,148.15,南,链家,整租·上南二村 1室0厅 南,https://sh.lianjia.com/zufang/SH2067842214083428352.html,121.496593,31.176025,小区,8316.0,18391.0,10404.0,9964.0,8316.0,陆家嘴,8.316,4,2
上海,浦东,杨思前滩,万富汇,一居,1室1厅1卫,5200.0,43.0,120.93,南,链家,整租·万富汇 1室1厅 南,https://sh.lianjia.com/zufang/SH2067852239396929536.html,121.512362,31.163588,小区,11274.0,18745.0,12106.0,12497.0,11274.0,陆家嘴,11.274,1,1
上海,闵行,龙柏,青杉路318弄,两居,2室1厅1卫,6000.0,83.33,72.0,南,链家,整租·青杉路318弄 2室1厅 南,https://sh.lianjia.com/zufang/SH2067858590395269120.html,121.364797,31.179511,板块,16625.0,37701.0,7585.0,14263.0,7585.0,漕河泾,7.585,3,2
上海,浦东,北蔡,北蔡苑,两居,2室2厅1卫,6000.0,91.33,65.7,南 北,链家,整租·北蔡苑 2室2厅 南/北,https://sh.lianjia.com/zufang/SH2067859256937283584.html,121.551626,31.179557,小区,9694.0,14398.0,22163.0,11515.0,9694.0,陆家嘴,9.694,4,1
上海,静安,静安寺,模范村,一居,1室1厅2卫,10800.0,28.5,378.95,南,链家,整租·模范村 1室1厅 南,https://sh.lianjia.com/zufang/SH2067859959072161792.html,121.454104,31.222248,小区,6401.0,24657.0,11504.0,4039.0,4039.0,外滩,4.039,17,6
上海,奉贤,南桥,江海新村,两居,2室2厅1卫,2200.0,93.89,23.43,南,链家,整租·江海新村 2室2厅 南,https://sh.lianjia.com/zufang/SH2067871658374332416.html,121.455195,30.906171,小区,48072.0,59735.0,34596.0,46052.0,34596.0,漕河泾,34.596,3,0
