城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_未来科技城,距离_钱江新城,距离_滨江区,距离_湖滨商圈,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
杭州,临平区,崇贤,星合映,三居,3室2厅1卫,3000.0,87.43,34.31,南,贝壳优选,整租·星合映 3室2厅 南,https://hz.lianjia.com/zufang/HZ1874354023151173632.html,120.299222,30.419154,行政区,40759.0,23110.0,32025.0,29257.0,23110.0,钱江新城,23.11,1,1
杭州,富阳区,银湖科技城,天创园,一居,1室1厅1卫,1800.0,45.0,40.0,北,链家/个人,整租·天创园 1室1厅 北,https://hz.lianjia.com/zufang/HZ1874379940095328256.html,120.000671,30.146008,小区,22489.0,28011.0,24267.0,29064.0,22489.0,未来科技城,22.489,0,0
杭州,富阳区,富阳,鹿山时代,两居,2室2厅2卫,4800.0,60.0,80.0,南,链家/个人,整租·鹿山时代 2室2厅 南,https://hz.lianjia.com/zufang/HZ1874393728928448512.html,119.936658,30.018361,小区,58338.0,47242.0,43524.0,48321.0,43524.0,滨江区,43.524,0,0
杭州,余杭区,勾庄,海德公园,三居,3室1厅1卫,3300.0,83.0,39.76,南,链家/个人,整租·海德公园 3室1厅 南,https://hz.lianjia.com/zufang/HZ1874449474433056768.html,120.120905,30.356657,小区(模糊),21198.0,19483.0,21383.0,15926.0,15926.0,湖滨商圈,15.926,1,0
杭州,西湖区,转塘,万美摩登中心,一居,1室0厅0卫,2750.0,35.0,78.57,东,链家/个人,整租·万美摩登中心 1室0厅 东,https://hz.lianjia.com/zufang/HZ1874677611079139328.html,120.455109,30.175381,小区,55050.0,28982.0,28009.0,37944.0,28009.0,滨江区,28.009,0,0
杭州,富阳区,富春,太平桥社区文教路,三居,3室2厅1卫,1000.0,108.0,9.26,南,链家/个人,整租·太平桥社区文教路 3室2厅 南,https://hz.lianjia.com/zufang/HZ1874706704378101760.html,119.939054,30.038546,小区,35928.0,49483.0,45765.0,50562.0,35928.0,未来科技城,35.928,1,0
杭州,西湖区,文三西路,浙商财富中心,一居,1室1厅1卫,7000.0,75.0,93.33,西,链家,整租·浙商财富中心 1室1厅 西,https://hz.lianjia.com/zufang/HZ1874715581068869632.html,120.10085,30.271209,小区,12090.0,14565.0,20818.0,9711.0,9711.0,湖滨商圈,9.711,3,2
杭州,临平区,临平新城,肖家弄,两居,2室1厅1卫,1300.0,67.0,19.4,南,链家/个人,整租·肖家弄 2室1厅 南,https://hz.lianjia.com/zufang/HZ1874725109231517696.html,120.307559,30.422172,小区,41483.0,23834.0,34939.0,29981.0,23834.0,钱江新城,23.834,1,1
杭州,西湖区,转塘,万美摩登中心,一居,1室0厅0卫,3500.0,25.57,136.88,北,链家/个人,整租·万美摩登中心 1室0厅 北,https://hz.lianjia.com/zufang/HZ1874725578712547328.html,120.455109,30.175381,小区,55050.0,28982.0,28009.0,37944.0,28009.0,滨江区,28.009,0,0
杭州,西湖区,文三西路,钱江浙商创投中心,一居,1室1厅1卫,13227.0,133.61,99.0,南 东北,链家/个人,整租·钱江浙商创投中心 1室1厅 南/东北,https://hz.lianjia.com/zufang/HZ1875133651121864704.html,120.103451,30.27596,板块,11743.0,13993.0,20246.0,8807.0,8807.0,湖滨商圈,8.807,2,2
杭州,临安区,临安,铂盛汇商业中心,一居,1室0厅1卫,11500.0,317.0,36.28,南 北,链家/个人,整租·铂盛汇商业中心 1室0厅 南/北,https://hz.lianjia.com/zufang/HZ1875414149064818688.html,119.722255,30.241727,小区,29613.0,54970.0,63775.0,50091.0,29613.0,未来科技城,29.613,0,0
杭州,拱墅区,申花,中交财富中心,一居,1室0厅1卫,3300.0,43.64,75.62,北,贝壳优选,整租·中交财富中心 1室0厅 北,https://hz.lianjia.com/zufang/HZ1875455340292603904.html,120.141503,30.319126,板块,18147.0,14606.0,16506.0,11049.0,11049.0,湖滨商圈,11.049,4,2
杭州,西湖区,三墩,金源公寓(西湖),三居,3室2厅1卫,3300.0,110.0,30.0,南,链家/个人,整租·金源公寓(西湖) 3室2厅 南,https://hz.lianjia.com/zufang/HZ1875521661621501952.html,120.08526,30.323145,小区,12736.0,21698.0,27951.0,18227.0,12736.0,未来科技城,12.736,1,1
杭州,萧山区,义桥,德信时光之宸,三居,3室2厅2卫,2000.0,89.87,22.25,南,链家/个人,整租·德信时光之宸 3室2厅 南,https://hz.lianjia.com/zufang/HZ1875755289668485120.html,120.188214,30.017784,小区,50153.0,30658.0,24492.0,29289.0,24492.0,滨江区,24.492,0,0
杭州,萧山区,义桥,金域兰庭,三居,3室2厅2卫,3200.0,126.95,25.21,南,链家/个人,整租·金域兰庭 3室2厅 南,https://hz.lianjia.com/zufang/HZ1875842742479749120.html,120.193072,30.082638,小区,41483.0,21977.0,15811.0,20608.0,15811.0,滨江区,15.811,0,0
杭州,临平区,星桥,星润大厦,两居,2室1厅1卫,2300.0,40.0,57.5,南,链家/个人,整租·星润大厦 2室1厅 南,https://hz.lianjia.com/zufang/HZ1875862491372716032.html,120.262655,30.381848,小区,32843.0,21061.0,27314.0,24037.0,21061.0,钱江新城,21.061,0,0
杭州,西湖区,文三西路,金欣公寓,三居,3室1厅1卫,1800.0,13.0,138.46,北,链家,合租·金欣公寓 3居室 北卧,https://hz.lianjia.com/zufang/HZ1875876534099640320.html,120.100344,30.275013,小区,11942.0,14698.0,20951.0,9844.0,9844.0,湖滨商圈,9.844,2,2
杭州,富阳区,富春,恩波社区小寺弄,两居,2室1厅1卫,1400.0,60.0,23.33,南,链家/个人,整租·恩波社区小寺弄 2室1厅 南,https://hz.lianjia.com/zufang/HZ1876091077971148800.html,119.957946,30.047305,小区(模糊),32037.0,42013.0,38269.0,43066.0,32037.0,未来科技城,32.037,1,1
杭州,西湖区,转塘,钱江之江新天地,一居,1室1厅1卫,3250.0,62.0,52.42,南,链家/个人,整租·钱江之江新天地 1室1厅 南,https://hz.lianjia.com/zufang/HZ1876097809019568128.html,120.088172,30.130123,小区,30678.0,20772.0,16999.0,18396.0,16999.0,滨江区,16.999,2,1
杭州,拱墅区,拱宸桥,南北商务港,一居,1室1厅1卫,50000.0,1000.0,50.0,南,链家/个人,整租·南北商务港 1室1厅 南,https://hz.lianjia.com/zufang/HZ1876116663439458304.html,120.141544,30.320688,小区,17783.0,14370.0,16270.0,10813.0,10813.0,湖滨商圈,10.813,5,2
杭州,萧山区,钱江世纪城,丽晶国际,三居,3室2厅2卫,10000.0,149.0,67.11,南,链家/个人,整租·丽晶国际 3室2厅 南,https://hz.lianjia.com/zufang/HZ1876135623010549760.html,120.254158,30.231242,板块,32772.0,5511.0,6096.0,10694.0,5511.0,钱江新城,5.511,7,4
杭州,上城区,四季青,夕照新村,一居,1室1厅1卫,2300.0,43.3,53.12,南,贝壳优选,整租·夕照新村 1室1厅 南,https://hz.lianjia.com/zufang/HZ1876135845619040256.html,120.194381,30.245734,小区,28770.0,2946.0,6815.0,4675.0,2946.0,钱江新城,2.946,2,1
杭州,临安区,临安,临安商城,一居,1室1厅1卫,800.0,37.0,21.62,南,链家/个人,整租·临安商城 1室1厅 南,https://hz.lianjia.com/zufang/HZ1876137228946636800.html,119.702434,30.220567,小区,36179.0,56243.0,65048.0,51364.0,36179.0,未来科技城,36.179,2,1
杭州,余杭区,闲林,岸上蓝山,一居,1室1厅1卫,1925.0,88.67,21.71,南,链家/个人,整租·岸上蓝山 1室1厅 南,https://hz.lianjia.com/zufang/HZ1876154844675309568.html,120.209903,30.246566,小区(模糊),28257.0,741.0,8001.0,4975.0,741.0,钱江新城,0.741,13,4
杭州,萧山区,大江东,融创港印中心,两居,2室2厅1卫,2600.0,40.0,65.0,南,链家/个人,整租·融创港印中心 2室2厅 南,https://hz.lianjia.com/zufang/HZ1876160565861154816.html,120.461753,30.244835,小区,62712.0,33233.0,29069.0,39004.0,29069.0,滨江区,29.069,0,0
杭州,拱墅区,流水苑,绿洲花园,一居,1室1厅1卫,3800.0,60.9,62.4,西,链家,整租·绿洲花园 1室1厅 西,https://hz.lianjia.com/zufang/HZ1876161044431241216.html,120.172188,30.279532,小区,20963.0,8164.0,14417.0,6914.0,6914.0,湖滨商圈,6.914,7,2
杭州,富阳区,富春,金都铭苑,两居,2室2厅1卫,2800.0,119.91,23.35,南,链家/个人,整租·金都铭苑 2室2厅 南,https://hz.lianjia.com/zufang/HZ1876214742738010112.html,119.939877,30.049856,小区,32165.0,42141.0,38397.0,43194.0,32165.0,未来科技城,32.165,1,0
杭州,临安区,临安,水悦花园,两居,2室1厅2卫,800.0,95.0,8.42,南,链家/个人,整租·水悦花园 2室1厅 南,https://hz.lianjia.com/zufang/HZ1876555886831337472.html,119.724457,30.234375,小区,30180.0,55171.0,63976.0,50292.0,30180.0,未来科技城,30.18,2,1
杭州,西湖区,三墩,浙大森林,一居,1室1厅1卫,2500.0,47.52,52.61,东北,链家/个人,整租·浙大森林 1室1厅 东北,https://hz.lianjia.com/zufang/HZ1876826045093511168.html,120.06193,30.308641,小区,8907.0,24516.0,30769.0,21045.0,8907.0,未来科技城,8.907,2,2
杭州,上城区,南星,绿城蓝色钱江,一居,1室1厅1卫,11000.0,96.9,113.52,南,链家/个人,整租·绿城蓝色钱江 1室1厅 南,https://hz.lianjia.com/zufang/HZ1876851603814744064.html,120.176437,30.218419,板块,26787.0,5745.0,6322.0,5126.0,5126.0,湖滨商圈,5.126,2,1
杭州,富阳区,富春,德邻公寓,一居,1室1厅1卫,1300.0,55.0,23.64,北,链家,整租·德邻公寓 1室1厅 北,https://hz.lianjia.com/zufang/HZ1876862478084734976.html,119.937796,30.058591,小区,31409.0,41385.0,37641.0,42438.0,31409.0,未来科技城,31.409,2,1
杭州,滨江区,滨江区政府,天恒大厦,三居,3室0厅0卫,13500.0,174.0,77.59,南,链家/个人,整租·天恒大厦 3室0厅 南,https://hz.lianjia.com/zufang/HZ1876885675098243072.html,120.212973,30.209188,板块,29994.0,7751.0,180.0,8333.0,180.0,滨江区,0.18,7,3
杭州,临平区,崇贤,星合映,三居,3室2厅2卫,3150.0,100.35,31.39,南,贝壳优选,整租·星合映 3室2厅 南,https://hz.lianjia.com/zufang/HZ1876946614237528064.html,120.299222,30.419154,小区,40759.0,23110.0,32025.0,29257.0,23110.0,钱江新城,23.11,1,1
杭州,钱塘区,沿江北,朗诗国际街区,两居,2室1厅1卫,3000.0,81.0,37.04,南,链家/个人,整租·朗诗国际街区 2室1厅 跃层 南,https://hz.lianjia.com/zufang/HZ1877003558499385344.html,120.392211,30.299725,小区,43932.0,22644.0,27974.0,28074.0,22644.0,钱江新城,22.644,1,0
杭州,临安区,临安,筑境花园,一居,1室1厅1卫,1000.0,43.0,23.26,南 北,链家/个人,整租·筑境花园 1室1厅 南/北,https://hz.lianjia.com/zufang/HZ1877203031804608512.html,119.730513,30.248901,小区(模糊),29079.0,54436.0,63241.0,49557.0,29079.0,未来科技城,29.079,1,0
杭州,钱塘区,大江东,潮闻天下,三居,3室2厅2卫,1000.0,89.0,11.24,南,链家/个人,整租·潮闻天下 3室2厅 南,https://hz.lianjia.com/zufang/HZ1877203518280957952.html,120.415517,30.287641,小区,59096.0,29968.0,25468.0,35398.0,25468.0,滨江区,25.468,0,0
杭州,钱塘区,沿江南,观澜时代云邸苑,三居,3室1厅2卫,2800.0,88.0,31.82,南,链家/个人,整租·观澜时代云邸苑 3室1厅 南,https://hz.lianjia.com/zufang/HZ1877221242180730880.html,120.493941,30.32304,小区,61010.0,34906.0,41010.0,42078.0,34906.0,钱江新城,34.906,0,0
杭州,萧山区,湘湖,萧金路33号,两居,2室1厅1卫,2000.0,65.0,30.77,南,链家/个人,整租·萧金路33号 2室1厅 南,https://hz.lianjia.com/zufang/HZ1877234624556433408.html,120.257982,30.160323,小区(模糊),45102.0,15345.0,11916.0,18939.0,11916.0,滨江区,11.916,1,1
杭州,钱塘区,大江东,春意江南名邸,两居,2室1厅1卫,2000.0,60.0,33.33,南,链家/个人,合租·春意江南名邸 2居室 南卧,https://hz.lianjia.com/zufang/HZ1877306491938013184.html,120.445806,30.314215,小区,55488.0,29384.0,35488.0,36556.0,29384.0,钱江新城,29.384,0,0
杭州,西湖区,文一西路,新金都城市花园,两居,2室0厅2卫,2500.0,44.99,55.57,南 北,链家/个人,整租·新金都城市花园 2室0厅 南/北,https://hz.lianjia.com/zufang/HZ1877397422645182464.html,120.097316,30.285242,小区,10612.0,16994.0,18885.0,13428.0,10612.0,未来科技城,10.612,0,1
杭州,西湖区,翠苑,翠苑一区,一居,1室1厅1卫,3000.0,69.34,43.27,北,贝壳优选,整租·翠苑一区 1室1厅 北,https://hz.lianjia.com/zufang/HZ1877601297549492224.html,120.128079,30.288068,小区(模糊),13974.0,15444.0,17335.0,8944.0,8944.0,湖滨商圈,8.944,4,1
杭州,拱墅区,武林,思敬里,一居,1室1厅1卫,2700.0,45.0,60.0,南,链家,整租·思敬里 1室1厅 南,https://hz.lianjia.com/zufang/HZ1877623262251319296.html,120.161999,30.263189,小区,19442.0,6252.0,9629.0,2784.0,2784.0,湖滨商圈,2.784,8,5
杭州,桐庐县,桐庐,飘鹰富春江花苑,三居,3室2厅1卫,2800.0,100.0,28.0,南,链家/个人,整租·飘鹰富春江花苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ1877634385247731712.html,119.737102,29.832377,小区,88507.0,77411.0,73693.0,78490.0,73693.0,滨江区,73.693,0,0
杭州,滨江区,滨江区政府,东和时代,一居,1室1厅1卫,3000.0,41.0,73.17,北,贝壳优选,整租·东和时代 1室1厅 北,https://hz.lianjia.com/zufang/HZ1877668967225491456.html,120.212973,30.209188,板块,29994.0,7751.0,180.0,8333.0,180.0,滨江区,0.18,7,3
杭州,萧山区,萧山科技城,融创云潮府,两居,2室1厅1卫,2400.0,35.0,68.57,东,贝壳优选,整租·融创云潮府 2室1厅 复式 东,https://hz.lianjia.com/zufang/HZ1877762326120103936.html,120.342617,30.23723,小区,41616.0,16524.0,15551.0,25486.0,15551.0,滨江区,15.551,0,0
杭州,临安区,临安,云珀府,两居,2室1厅1卫,1600.0,60.0,26.67,北,链家/个人,合租·云珀府 2居室 北卧,https://hz.lianjia.com/zufang/HZ1877961764579049472.html,120.209903,30.246566,小区(模糊),28257.0,741.0,8001.0,4975.0,741.0,钱江新城,0.741,13,4
杭州,临安区,青山湖科技城,绿城桃李春风,一居,1室1厅1卫,1800.0,42.0,42.86,南,链家,整租·绿城桃李春风 1室1厅 南,https://hz.lianjia.com/zufang/HZ1877966283157274624.html,119.796227,30.275839,小区,23634.0,48991.0,57796.0,44112.0,23634.0,未来科技城,23.634,0,0
杭州,西湖区,转塘,钱塘ONE,两居,2室2厅2卫,3100.0,42.0,73.81,南,链家,整租·钱塘ONE 2室2厅 南,https://hz.lianjia.com/zufang/HZ1877987385493422080.html,120.116377,30.14845,小区,28854.0,17771.0,15841.0,15395.0,15395.0,湖滨商圈,15.395,0,0
杭州,西湖区,文三西路,电信综合大楼,两居,2室1厅1卫,2700.0,50.0,54.0,南,链家/个人,整租·电信综合大楼 2室1厅 南,https://hz.lianjia.com/zufang/HZ1878284238759919616.html,120.130396,30.259242,小区,18540.0,9691.0,14633.0,5856.0,5856.0,湖滨商圈,5.856,3,3
杭州,拱墅区,信义坊,信义坊,一居,1室1厅1卫,2000.0,30.0,66.67,南,链家/个人,整租·信义坊 1室1厅 南,https://hz.lianjia.com/zufang/HZ1878364574562910208.html,120.138988,30.304694,小区,14415.0,13507.0,15398.0,9941.0,9941.0,湖滨商圈,9.941,6,0
杭州,拱墅区,湖墅,白马大厦,一居,1室0厅0卫,8850.0,96.98,91.26,东北,链家,整租·白马大厦 1室0厅 东北,https://hz.lianjia.com/zufang/HZ1878371807988285440.html,120.159011,30.275513,小区,18605.0,8122.0,14375.0,4406.0,4406.0,湖滨商圈,4.406,11,3
杭州,临平区,东湖,万宝城,一居,1室1厅1卫,1600.0,39.35,40.66,东,贝壳优选,整租·万宝城 1室1厅 东,https://hz.lianjia.com/zufang/HZ1878388540589473792.html,120.284194,30.43238,小区(模糊),38552.0,28158.0,38629.0,31134.0,28158.0,钱江新城,28.158,1,1
杭州,临安区,临安,如意云庭,三居,3室2厅2卫,2500.0,117.0,21.37,南 北,链家/个人,整租·如意云庭 3室2厅 南/北,https://hz.lianjia.com/zufang/HZ1878388580796071936.html,119.732739,30.235778,小区,29417.0,54206.0,63011.0,49327.0,29417.0,未来科技城,29.417,0,0
杭州,临安区,临安,春天学府,两居,2室1厅1卫,2000.0,65.0,30.77,南,链家/个人,整租·春天学府 2室1厅 南,https://hz.lianjia.com/zufang/HZ1878399378658426880.html,119.695931,30.222408,小区,37262.0,57326.0,66131.0,52447.0,37262.0,未来科技城,37.262,0,1
杭州,萧山区,萧山新城区,中赢金城里,三居,3室0厅2卫,36000.0,460.22,78.22,南,链家/个人,整租·中赢金城里 3室0厅 南,https://hz.lianjia.com/zufang/HZ1878673665554382848.html,120.243498,30.183341,小区(模糊),42606.0,10342.0,6913.0,16443.0,6913.0,滨江区,6.913,4,1
杭州,上城区,采荷,和谐嘉园南苑,一居,1室0厅0卫,1700.0,15.0,113.33,南,链家/个人,合租·和谐嘉园南苑 1居室 南卧,https://hz.lianjia.com/zufang/HZ1878738706517458944.html,120.210182,30.253576,小区,27899.0,1065.0,8567.0,4775.0,1065.0,钱江新城,1.065,11,2
杭州,拱墅区,湖墅,银都大厦,一居,1室1厅1卫,2200.0,40.0,55.0,西,链家,整租·银都大厦 1室1厅 西,https://hz.lianjia.com/zufang/HZ1878740508239462400.html,120.149492,30.290236,小区,16797.0,11701.0,13592.0,8135.0,8135.0,湖滨商圈,8.135,5,1
杭州,萧山区,萧山市区,人民路204号,三居,3室1厅1卫,2800.0,70.0,40.0,南,链家/个人,整租·人民路204号 3室1厅 南,https://hz.lianjia.com/zufang/HZ1878775599317647360.html,120.274562,30.15943,小区(模糊),45447.0,13246.0,12308.0,19284.0,12308.0,滨江区,12.308,2,1
杭州,富阳区,银湖科技城,天创园,一居,1室1厅1卫,1200.0,44.44,27.0,南,链家/个人,整租·天创园 1室1厅 南,https://hz.lianjia.com/zufang/HZ1878784494496907264.html,120.000671,30.146008,小区,22489.0,28011.0,24267.0,29064.0,22489.0,未来科技城,22.489,0,0
杭州,余杭区,中泰,南湖大厦,一居,1室1厅1卫,1200.0,47.0,25.53,南,链家,整租·南湖大厦 1室1厅 南,https://hz.lianjia.com/zufang/HZ1879017606766133248.html,119.89824,30.244715,小区,16069.0,40799.0,49604.0,35920.0,16069.0,未来科技城,16.069,0,0
杭州,富阳区,富春,金城花园,两居,2室2厅1卫,2000.0,105.1,19.03,南,链家/个人,整租·金城花园 2室2厅 南,https://hz.lianjia.com/zufang/HZ1879129167979610112.html,119.929636,30.049937,小区,34227.0,42478.0,38734.0,43531.0,34227.0,未来科技城,34.227,1,1
杭州,萧山区,钱江世纪城,利丰桃源财富中心,两居,2室1厅1卫,3500.0,40.93,85.51,南,贝壳优选,整租·利丰桃源财富中心 2室1厅 南,https://hz.lianjia.com/zufang/HZ1879423643457421312.html,120.257695,30.230741,小区,33185.0,5669.0,5569.0,10189.0,5569.0,滨江区,5.569,7,4
杭州,钱塘区,大江东,水畔华庭,三居,3室3厅2卫,2100.0,30.0,70.0,南,链家/个人,合租·水畔华庭 3居室 南卧,https://hz.lianjia.com/zufang/HZ1879438128054272000.html,120.534153,30.28017,小区,65587.0,37199.0,39521.0,42629.0,37199.0,钱江新城,37.199,0,0
杭州,萧山区,闻堰,戈雅公寓,三居,3室2厅2卫,1500.0,15.0,100.0,南,链家/个人,合租·戈雅公寓 3居室 南卧,https://hz.lianjia.com/zufang/HZ1879480954746044416.html,120.155959,30.140602,小区(模糊),35826.0,17537.0,10957.0,16168.0,10957.0,滨江区,10.957,0,0
杭州,钱塘区,大江东,宋都新宸悦府,三居,3室2厅2卫,1300.0,88.0,14.77,南,链家/个人,整租·宋都新宸悦府 3室2厅 南,https://hz.lianjia.com/zufang/HZ1879515411125370880.html,120.539634,30.284982,小区,66107.0,40003.0,39764.0,47175.0,39764.0,滨江区,39.764,0,0
杭州,滨江区,西兴,玲珑府,三居,3室1厅2卫,3500.0,49.81,70.27,西,贝壳优选,整租·玲珑府 3室1厅 西,https://hz.lianjia.com/zufang/HZ1879783543903617024.html,120.225594,30.183341,小区,41075.0,10528.0,4222.0,12661.0,4222.0,滨江区,4.222,2,1
杭州,上城区,城东新城,铂瑞悦府,两居,2室2厅2卫,6000.0,55.59,107.93,东南,贝壳优选,整租·铂瑞悦府 2室2厅 东南,https://hz.lianjia.com/zufang/HZ1880093213700653056.html,120.215417,30.253057,小区(模糊),28122.0,1090.0,8771.0,6283.0,1090.0,钱江新城,1.09,7,1
杭州,余杭区,三墩,铭雅苑东区,一居,1室0厅1卫,10000.0,99.0,101.01,东,链家/个人,整租·铭雅苑东区 1室0厅 东,https://hz.lianjia.com/zufang/HZ1880137420914032640.html,120.087264,30.339184,小区,16803.0,22629.0,28882.0,19158.0,16803.0,未来科技城,16.803,2,2
杭州,拱墅区,三塘,华盛达时代中心,一居,1室1厅1卫,2100.0,28.0,75.0,东北,链家,整租·华盛达时代中心  1室1厅 东北,https://hz.lianjia.com/zufang/HZ1880166633717104640.html,120.179476,30.32515,小区,20682.0,11139.0,17392.0,11928.0,11139.0,钱江新城,11.139,5,3
杭州,钱塘区,大江东,潮闻天下,三居,3室2厅2卫,4000.0,135.0,29.63,南 北,链家/个人,整租·潮闻天下 3室2厅 南/北,https://hz.lianjia.com/zufang/HZ1880242810775404544.html,120.415517,30.287641,小区(模糊),59096.0,29968.0,25468.0,35398.0,25468.0,滨江区,25.468,0,0
杭州,萧山区,大江东,融创港印中心,两居,2室2厅2卫,2200.0,46.0,47.83,南,链家/个人,整租·融创港印中心 2室2厅 南,https://hz.lianjia.com/zufang/HZ1880514999336566784.html,120.461753,30.244835,小区,62712.0,33233.0,29069.0,39004.0,29069.0,滨江区,29.069,0,0
杭州,拱墅区,朝晖,绿城深蓝广场,两居,2室1厅0卫,9200.0,101.0,91.09,北,链家,整租·绿城深蓝广场 2室1厅 北,https://hz.lianjia.com/zufang/HZ1880530412220973056.html,120.169139,30.276043,小区,19128.0,7793.0,11949.0,4566.0,4566.0,湖滨商圈,4.566,11,3
杭州,拱墅区,运河新城,碧桂园金科尚合府,三居,3室2厅2卫,3700.0,95.0,38.95,南,链家,整租·碧桂园金科尚合府 3室2厅 南,https://hz.lianjia.com/zufang/HZ1880843620639047680.html,120.141464,30.369356,小区(模糊),21010.0,20023.0,24634.0,19177.0,19177.0,湖滨商圈,19.177,0,1
杭州,临安区,临安,天目观山月,一居,1室1厅1卫,1800.0,43.12,41.74,南,链家,整租·天目观山月 1室1厅 南,https://hz.lianjia.com/zufang/HZ1880886840794284032.html,119.453122,30.299353,小区,70342.0,90406.0,99211.0,85527.0,70342.0,未来科技城,70.342,0,0
杭州,余杭区,中泰,清水湾山水苑,两居,2室2厅1卫,2000.0,89.0,22.47,南,链家/个人,整租·清水湾山水苑 2室2厅 南,https://hz.lianjia.com/zufang/HZ1880891769567051776.html,119.921564,30.239079,小区,13072.0,33380.0,43875.0,32880.0,13072.0,未来科技城,13.072,0,0
杭州,临平区,星桥,广厦天都城天泉苑,三居,3室2厅2卫,2300.0,127.7,18.01,南 北,链家/个人,整租·广厦天都城天泉苑 3室2厅 南/北,https://hz.lianjia.com/zufang/HZ1880922275943809024.html,120.245231,30.384563,小区,30935.0,19269.0,25522.0,22245.0,19269.0,钱江新城,19.269,1,1
杭州,钱塘区,大江东,云帆未来社区,三居,3室2厅2卫,3000.0,110.0,27.27,南,贝壳优选,整租·云帆未来社区 3室2厅 南,https://hz.lianjia.com/zufang/HZ1881184804704092160.html,120.493941,30.32304,小区,61010.0,34906.0,41010.0,42078.0,34906.0,钱江新城,34.906,0,0
杭州,萧山区,萧山新城区,泰和天辰国际广场,一居,1室1厅1卫,34180.0,661.0,51.71,南,链家,整租·泰和天辰国际广场 1室1厅 南,https://hz.lianjia.com/zufang/HZ1881210450994003968.html,120.267866,30.197921,小区,39522.0,10232.0,6314.0,14630.0,6314.0,滨江区,6.314,2,1
杭州,拱墅区,长庆,嘉德广场,一居,1室1厅1卫,16200.0,262.36,61.75,东南,链家/个人,整租·嘉德广场 1室1厅 东南,https://hz.lianjia.com/zufang/HZ1881217850098581504.html,120.172647,30.258505,小区(模糊),21827.0,4895.0,8338.0,1731.0,1731.0,湖滨商圈,1.731,8,4
杭州,西湖区,转塘,西湖国际茶博城,一居,1室1厅1卫,1900.0,30.0,63.33,北,链家/个人,整租·西湖国际茶博城 1室1厅 北,https://hz.lianjia.com/zufang/HZ1881254272427884544.html,120.078989,30.14451,小区,29154.0,20898.0,17154.0,21951.0,17154.0,滨江区,17.154,2,2
杭州,富阳区,银湖科技城,阳光城上林湖,三居,3室2厅3卫,3000.0,138.0,21.74,南,链家,整租·阳光城上林湖 3室2厅 跃层 南,https://hz.lianjia.com/zufang/HZ1881278087979597824.html,119.973438,30.144883,小区,19369.0,30700.0,26956.0,31753.0,19369.0,未来科技城,19.369,0,0
杭州,上城区,近江,日信国际DOUBLE时代,一居,1室0厅0卫,5300.0,54.0,98.15,南 北,链家/个人,整租·日信国际DOUBLE时代 1室0厅 南/北,https://hz.lianjia.com/zufang/HZ1881556824537169920.html,120.195342,30.235601,小区(模糊),29226.0,3195.0,4937.0,5273.0,3195.0,钱江新城,3.195,5,2
杭州,上城区,近江,日信国际DOUBLE时代,一居,1室0厅0卫,5200.0,54.0,96.3,北,链家/个人,整租·日信国际DOUBLE时代 1室0厅 北,https://hz.lianjia.com/zufang/HZ1881561785224396800.html,120.195153,30.23461,小区,26586.0,2847.0,4589.0,4925.0,2847.0,钱江新城,2.847,6,2
杭州,富阳区,银湖科技城,紫云山庄,三居,3室2厅2卫,2300.0,110.0,20.91,南,链家,整租·紫云山庄 3室2厅 南,https://hz.lianjia.com/zufang/HZ1881574556972351488.html,119.9981,30.145,小区,22803.0,28325.0,24581.0,29378.0,22803.0,未来科技城,22.803,0,0
杭州,富阳区,富春,金汇首府,三居,3室2厅2卫,3500.0,109.0,32.11,南,链家/个人,整租·金汇首府 3室2厅 南,https://hz.lianjia.com/zufang/HZ1881602235318665216.html,119.96022,30.048803,行政区,32486.0,40907.0,37189.0,41986.0,32486.0,未来科技城,32.486,1,1
杭州,萧山区,萧山科技城,众安景海湾,三居,3室2厅2卫,5800.0,158.0,36.71,南,链家/个人,整租·众安景海湾 3室2厅 南,https://hz.lianjia.com/zufang/HZ1881611918670561280.html,120.30336,30.27308,小区,37968.0,17335.0,15686.0,22765.0,15686.0,滨江区,15.686,0,0
杭州,富阳区,银湖科技城,华庭云顶,两居,2室1厅1卫,1700.0,95.0,17.89,东南,链家/个人,整租·华庭云顶 2室1厅 东南,https://hz.lianjia.com/zufang/HZ1881670629678120960.html,120.00288,30.131545,小区,22352.0,30900.0,27156.0,31953.0,22352.0,未来科技城,22.352,0,0
杭州,西湖区,黄龙,天目山路101号,三居,3室2厅1卫,6000.0,102.0,58.82,南,链家/个人,整租·天目山路101号 3室2厅 南,https://hz.lianjia.com/zufang/HZ1881688919360143360.html,120.135813,30.266482,板块,16115.0,10590.0,12369.0,5168.0,5168.0,湖滨商圈,5.168,6,3
杭州,萧山区,萧山新城区,顺发堤香名苑,三居,3室2厅2卫,6500.0,88.3,73.61,南,链家/个人,整租·顺发堤香名苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ1881902136980144128.html,120.251722,30.189456,小区,44054.0,9787.0,6641.0,14307.0,6641.0,滨江区,6.641,3,1
