城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度
深圳,盐田区,沙头角,鹏瑞尚府,一居,1室0厅1卫,3300.0,37.39,88.26,西北,贝壳优选,整租·鹏瑞尚府 1室0厅 西北,https://sz.lianjia.com/zufang/SZ2075161452569690112.html,114.236739,22.557001,行政区
深圳,龙华区,龙华中心,壹成中心璞誉府,三居,3室2厅2卫,6500.0,89.0,73.03,南,链家/个人,整租·壹成中心璞誉府 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075169199101050880.html,114.032,22.645382,小区
深圳,宝安区,翻身,富怡花园,三居,3室2厅2卫,3800.0,94.5,40.21,西南,链家/个人,整租·富怡花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075184741845303296.html,113.899009,22.559542,小区
深圳,福田区,福田中心,星河世纪,一居,1室1厅1卫,6500.0,42.0,154.76,北,链家/个人,整租·星河世纪 1室1厅 北,https://sz.lianjia.com/zufang/SZ2075185099313250304.html,114.055198,22.520922,行政区
深圳,光明区,光明,龙光玖龙台三期(公寓),一居,1室0厅1卫,2100.0,44.64,47.04,东,链家/个人,整租·龙光玖龙台三期(公寓) 1室0厅 东,https://sz.lianjia.com/zufang/SZ2075186695828930560.html,113.93402,22.745179,小区
深圳,福田区,梅林,颐林雅院,两居,2室2厅1卫,8300.0,76.0,109.21,南,链家/个人,整租·颐林雅院 2室2厅 南,https://sz.lianjia.com/zufang/SZ2075187097462898688.html,114.058626,22.571769,小区
深圳,福田区,上下沙,中洲湾中洲滨海商业中心,一居,1室0厅1卫,5500.0,38.0,144.74,北 东北,链家/个人,整租·中洲湾中洲滨海商业中心 1室0厅 北/东北,https://sz.lianjia.com/zufang/SZ2075204035480125440.html,114.028952,22.524697,板块
深圳,盐田区,沙头角,壹海城四区,两居,2室2厅1卫,5800.0,62.0,93.55,东南,链家/个人,整租·壹海城四区 2室2厅 复式 东南,https://sz.lianjia.com/zufang/SZ2075209049288212480.html,114.239205,22.553153,小区
深圳,龙岗区,龙岗双龙,东方瑞景苑,一居,1室1厅1卫,2350.0,49.53,47.45,南,链家,整租·东方瑞景苑 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075212448335396864.html,114.268374,22.729017,小区
深圳,南山区,前海,佳兆业前海广场一期,三居,3室2厅1卫,8200.0,86.98,94.27,东南,链家/个人,整租·佳兆业前海广场一期 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075215868584787968.html,113.899621,22.529463,板块
深圳,盐田区,沙头角,鹏瑞尚府,一居,1室0厅1卫,3200.0,37.0,86.49,东北,贝壳优选,整租·鹏瑞尚府 1室0厅 东北,https://sz.lianjia.com/zufang/SZ2075220139858460672.html,114.229144,22.551324,小区
深圳,南山区,南头,南山豪庭,三居,3室2厅2卫,8000.0,107.0,74.77,东南,链家/个人,整租·南山豪庭 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075222042940014592.html,113.918081,22.539481,小区
深圳,南山区,南山中心,西海明珠,三居,3室1厅1卫,7300.0,63.0,115.87,东南,链家/个人,整租·西海明珠 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2075222265351372800.html,113.930478,22.533191,行政区
深圳,宝安区,新安,西城品阁,一居,1室1厅1卫,3200.0,37.35,85.68,东南,链家/个人,整租·西城品阁 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2075234557405167616.html,113.892985,22.576886,小区
深圳,福田区,梅林,御锦公馆,一居,1室0厅1卫,4700.0,30.0,156.67,西,链家/个人,整租·御锦公馆 1室0厅 西,https://sz.lianjia.com/zufang/SZ2075234726993461248.html,114.057909,22.57088,小区
深圳,龙岗区,横岗,建信天宸,一居,1室0厅1卫,2600.0,39.0,66.67,西南,链家/个人,整租·建信天宸 1室0厅 西南,https://sz.lianjia.com/zufang/SZ2075238340688347136.html,114.211472,22.643381,板块
深圳,南山区,科技园,大冲新城花园,两居,2室2厅1卫,8200.0,80.0,102.5,南,链家/个人,整租·大冲新城花园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2075258422843932672.html,113.951113,22.542148,小区
深圳,罗湖区,地王,京基一百大厦,两居,2室1厅1卫,6500.0,57.2,113.64,西南,链家,整租·京基一百大厦 2室1厅 西南,https://sz.lianjia.com/zufang/SZ2075418712415928320.html,114.131611,22.548309,小区
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅1卫,2500.0,72.0,34.72,南,链家/个人,整租·承翰陶柏莉 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075429072099344384.html,114.416298,22.639657,行政区
深圳,福田区,福田保税区,城市3米6公寓,一居,1室1厅1卫,4500.0,54.0,83.33,南,链家,整租·城市3米6公寓 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075432383011618816.html,114.056147,22.50871,小区
深圳,南山区,南山中心,深意公寓南山区,一居,1室0厅1卫,3900.0,35.0,111.43,南,链家/个人,整租·深意公寓南山区 1室0厅 南,https://sz.lianjia.com/zufang/SZ2075433929094987776.html,113.920075,22.515005,小区
深圳,龙华区,民治,碧水龙庭,两居,2室1厅1卫,5000.0,78.0,64.1,南,链家/个人,整租·碧水龙庭 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075434922922737664.html,114.04491,22.696735,行政区
深圳,福田区,莲花,城投青莲公寓,一居,1室1厅1卫,4300.0,35.0,122.86,北,链家/个人,整租·城投青莲公寓 1室1厅 北,https://sz.lianjia.com/zufang/SZ2075436167179796480.html,114.057731,22.561361,小区
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,12000.0,119.0,100.84,南,链家/个人,整租·深业云海湾 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075446817239072768.html,114.065918,22.546267,小区
深圳,龙华区,龙华中心,锦绣御园二期,三居,3室2厅1卫,5460.0,89.0,61.35,南 北,贝壳优选,整租·锦绣御园二期 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2075448121696976896.html,114.04491,22.696735,行政区
深圳,南山区,科技园,阳光粤海,三居,3室2厅1卫,8200.0,88.0,93.18,东南,链家/个人,整租·阳光粤海 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075449296081125376.html,113.94044,22.532757,小区
深圳,盐田区,沙头角,倚山花园三期,两居,2室2厅1卫,4800.0,81.0,59.26,东,链家,整租·倚山花园三期 2室2厅 东,https://sz.lianjia.com/zufang/SZ2075451446597255168.html,114.236987,22.56,小区
深圳,福田区,梅林,绅宝花园,三居,3室1厅1卫,2300.0,72.25,31.83,南,链家/个人,合租·绅宝花园 3居室 南卧,https://sz.lianjia.com/zufang/SZ2075462039655940096.html,,,失败
深圳,龙岗区,龙岗中心城,仁恒梦公园,一居,1室1厅1卫,2200.0,28.0,78.57,南,链家,整租·仁恒梦公园 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075471142532939776.html,114.224987,22.730632,小区
深圳,龙华区,观澜,深业泰然观澜玫瑰苑,两居,2室1厅1卫,4600.0,72.0,63.89,南,链家,整租·深业泰然观澜玫瑰苑 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075471696776658944.html,114.056203,22.715837,小区
深圳,龙岗区,龙岗中心城,万象天成,一居,1室1厅1卫,2400.0,42.63,56.3,北,链家/个人,整租·万象天成 1室1厅 北,https://sz.lianjia.com/zufang/SZ2075479226202456064.html,114.254481,22.723898,小区
深圳,罗湖区,银湖,星湖花园,一居,1室1厅1卫,3300.0,37.07,89.02,东,链家/个人,整租·星湖花园 1室1厅 东,https://sz.lianjia.com/zufang/SZ2075492867710648320.html,,,失败
深圳,罗湖区,东门,书院街7号大院,两居,2室1厅1卫,4600.0,75.0,61.33,西南,链家/个人,整租·书院街7号大院 2室1厅 西南,https://sz.lianjia.com/zufang/SZ2075493196535693312.html,114.11951,22.553878,小区(模糊)
深圳,福田区,莲花,莲花北,三居,3室2厅1卫,6300.0,87.0,72.41,北,链家/个人,整租·莲花北 3室2厅 北,https://sz.lianjia.com/zufang/SZ2075495042943811584.html,114.051114,22.558482,小区
深圳,福田区,莲花,莲花一村,两居,2室1厅1卫,5200.0,75.0,69.33,南,链家/个人,整租·莲花一村 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075495986926452736.html,,,失败
深圳,福田区,石厦,高发佳苑,两居,2室2厅1卫,7500.0,83.74,89.56,北,链家,整租·高发佳苑 2室2厅 北,https://sz.lianjia.com/zufang/SZ2075505206866477056.html,114.047899,22.517027,小区(模糊)
深圳,南山区,南山中心,时代骄子大厦,一居,1室1厅1卫,4800.0,48.0,100.0,东,链家,整租·时代骄子大厦 1室1厅 东,https://sz.lianjia.com/zufang/SZ2075512809940058112.html,113.925158,22.528576,小区
深圳,福田区,梅林,辉煌时代大厦,一居,1室1厅1卫,5000.0,41.0,121.95,北,链家/个人,整租·辉煌时代大厦 1室1厅 北,https://sz.lianjia.com/zufang/SZ2075519820362678272.html,114.058349,22.570571,小区
深圳,罗湖区,地王,港岛银座,一居,1室1厅1卫,5000.0,60.0,83.33,东南,链家/个人,整租·港岛银座 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2075524462920335360.html,,,失败
深圳,龙华区,红山,龙光玖钻,三居,3室2厅2卫,7900.0,114.66,68.9,东南,链家,整租·龙光玖钻 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075530626143879168.html,114.022322,22.621531,小区(模糊)
深圳,罗湖区,笋岗,深城公寓,两居,2室1厅1卫,4300.0,54.0,79.63,北,贝壳优选,整租·深城公寓 2室1厅 北,https://sz.lianjia.com/zufang/SZ2075533129996566528.html,114.105086,22.566876,小区
深圳,福田区,竹子林,金众小区,三居,3室2厅1卫,7000.0,120.0,58.33,南 北,链家/个人,整租·金众小区 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2075535395050749952.html,114.01251,22.537398,小区
深圳,龙华区,龙华中心,劲力城市明珠,两居,2室1厅1卫,4300.0,64.95,66.2,南,链家/个人,整租·劲力城市明珠 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075542647853809664.html,,,失败
深圳,福田区,梅林,翰岭院,一居,1室1厅1卫,5800.0,32.76,177.05,东,链家/个人,整租·翰岭院 1室1厅 东,https://sz.lianjia.com/zufang/SZ2075568741445271552.html,114.0509,22.568044,板块
深圳,罗湖区,黄贝岭,龙园苑,两居,2室1厅1卫,4500.0,62.0,72.58,南,链家/个人,整租·龙园苑 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075572118203924480.html,114.137554,22.542407,小区
深圳,福田区,梅林,颐林雅院,三居,3室2厅1卫,8600.0,94.61,90.9,北,链家/个人,整租·颐林雅院 3室2厅 北,https://sz.lianjia.com/zufang/SZ2075573970962219008.html,114.058626,22.571769,小区
深圳,福田区,石厦,丽阳天下,一居,1室1厅1卫,4000.0,31.84,125.63,东,链家/个人,整租·丽阳天下 1室1厅 东,https://sz.lianjia.com/zufang/SZ2075576480741457920.html,,,失败
深圳,福田区,石厦,南方国际广场,三居,3室1厅1卫,15000.0,42.0,357.14,北,链家/个人,整租·南方国际广场 3室1厅 北,https://sz.lianjia.com/zufang/SZ2075576998008193024.html,114.055561,22.526685,小区
深圳,福田区,石厦,南方国际广场,一居,1室0厅0卫,15000.0,36.0,416.67,北,链家/个人,整租·南方国际广场 1室0厅 北,https://sz.lianjia.com/zufang/SZ2075577079881007104.html,114.055561,22.526685,小区
深圳,福田区,石厦,南方国际广场,一居,1室0厅0卫,15000.0,36.0,416.67,北,链家/个人,整租·南方国际广场 1室0厅 北,https://sz.lianjia.com/zufang/SZ2075577471830327296.html,114.055561,22.526685,小区
深圳,福田区,石厦,南方国际广场,一居,1室0厅0卫,15000.0,36.0,416.67,北,链家/个人,整租·南方国际广场 1室0厅 北,https://sz.lianjia.com/zufang/SZ2075577546333749248.html,,,失败
深圳,南山区,前海,鼎太风华一期,两居,2室1厅1卫,7000.0,74.0,94.59,北,链家/个人,整租·鼎太风华一期 2室1厅 北,https://sz.lianjia.com/zufang/SZ2075591098725564416.html,113.913081,22.521419,小区(模糊)
深圳,龙华区,龙华中心,鸿荣源尚云,三居,3室2厅2卫,6500.0,89.0,73.03,南 西南,链家/个人,整租·鸿荣源尚云 3室2厅 南/西南,https://sz.lianjia.com/zufang/SZ2075600106568024064.html,114.02749,22.642373,小区
深圳,南山区,南山中心,深航飞行员公寓,三居,3室2厅2卫,8800.0,116.0,75.86,西北,链家,整租·深航飞行员公寓 3室2厅 西北,https://sz.lianjia.com/zufang/SZ2075622736960421888.html,113.925839,22.526553,小区
深圳,南山区,前海,云栖西岸,两居,2室2厅1卫,6500.0,43.0,151.16,东,链家/个人,整租·云栖西岸 2室2厅 东,https://sz.lianjia.com/zufang/SZ2075783592390164480.html,,,失败
深圳,龙岗区,大运新城,中粮祥云,一居,1室1厅1卫,3200.0,48.71,65.69,西北,链家,整租·中粮祥云 1室1厅 西北,https://sz.lianjia.com/zufang/SZ2075793086859968512.html,114.231918,22.694991,小区(模糊)
深圳,南山区,前海,绿海名都,三居,3室2厅2卫,9000.0,105.75,85.11,西南,链家/个人,整租·绿海名都 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075798137829588992.html,113.912932,22.52973,小区
深圳,盐田区,沙头角,昊海君悦,两居,2室1厅1卫,4200.0,48.0,87.5,东南,链家/个人,整租·昊海君悦 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2075801377807794176.html,114.236739,22.557001,小区
深圳,宝安区,翻身,富铭花园,三居,3室1厅1卫,5000.0,86.0,58.14,东南,链家/个人,整租·富铭花园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2075805700465885184.html,,,失败
深圳,盐田区,沙头角,壹海城四区,两居,2室2厅2卫,6900.0,62.0,111.29,东南,链家/个人,整租·壹海城四区 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2075809921483407360.html,114.239205,22.553153,小区(模糊)
深圳,南山区,前海,前海时代CEO公馆,三居,3室2厅3卫,18000.0,160.0,112.5,东南,链家/个人,整租·前海时代CEO公馆 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075819260394864640.html,113.900747,22.526783,小区
深圳,南山区,前海,深业云海湾,三居,3室2厅2卫,13000.0,106.0,122.64,西南,链家/个人,整租·深业云海湾 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075820927072862208.html,114.065918,22.546267,小区
深圳,南山区,南山中心,龙佳园,两居,2室2厅1卫,5800.0,58.4,99.32,东南,链家/个人,整租·龙佳园 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2075828870908477440.html,,,失败
深圳,宝安区,新安,洪浪一村,三居,3室2厅1卫,5000.0,89.0,56.18,东南,链家,整租·洪浪一村 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075830743321280512.html,113.915268,22.567716,小区
深圳,南山区,科技园,凯丽花园,三居,3室2厅1卫,7000.0,95.0,73.68,南,链家/个人,整租·凯丽花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075838471083130880.html,113.939469,22.543288,小区
深圳,宝安区,宝安中心,菁英趣庭,三居,3室2厅1卫,7800.0,88.0,88.64,西南,链家/个人,整租·菁英趣庭 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075838995958333440.html,113.888672,22.55983,小区
深圳,南山区,科技园,大冲都市花园,三居,3室2厅1卫,9000.0,80.0,112.5,南,链家/个人,整租·大冲都市花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075839409764171776.html,,,失败
深圳,南山区,华侨城,荔枝苑,两居,2室2厅1卫,6500.0,76.0,85.53,南,链家/个人,整租·荔枝苑 2室2厅 南,https://sz.lianjia.com/zufang/SZ2075843926161358848.html,113.980931,22.537821,小区(模糊)
深圳,大鹏新区,大鹏半岛,承翰半山海,三居,3室2厅1卫,3300.0,86.0,38.37,南,链家/个人,整租·承翰半山海 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075848188345974784.html,114.41291,22.615492,小区
深圳,南山区,科技园,学林雅院,三居,3室2厅1卫,8000.0,78.0,102.56,南,链家/个人,整租·学林雅院 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075849797939494912.html,113.931741,22.525579,小区
深圳,罗湖区,地王,港岛银座,两居,2室1厅1卫,6200.0,60.0,103.33,南,链家/个人,整租·港岛银座 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075852652918341632.html,,,失败
深圳,南山区,南山中心,愉康花园,三居,3室2厅2卫,8000.0,88.52,90.38,南 北,链家/个人,整租·愉康花园 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2075854304069025792.html,113.926839,22.527611,小区(模糊)
深圳,宝安区,石岩,宏发世纪城二期,三居,3室2厅2卫,5000.0,89.25,56.02,东南,链家/个人,整租·宏发世纪城二期 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075855287390044160.html,113.946823,22.679595,小区
深圳,南山区,前海,星海名城一期一组团,三居,3室1厅1卫,7000.0,71.0,98.59,南,链家/个人,整租·星海名城一期一组团 3室1厅 南,https://sz.lianjia.com/zufang/SZ2075857598992613376.html,113.913123,22.535469,小区
深圳,福田区,福田保税区,福源花园二期,三居,3室2厅2卫,7150.0,101.0,70.79,西,链家/个人,整租·福源花园二期 3室2厅 西,https://sz.lianjia.com/zufang/SZ2075862350623145984.html,,,失败
深圳,罗湖区,螺岭,东门168,一居,1室1厅1卫,2200.0,21.55,102.09,东,链家,整租·东门168 1室1厅 东,https://sz.lianjia.com/zufang/SZ2075869236831453184.html,114.127664,22.550008,小区(模糊)
深圳,宝安区,沙井,万科星城,三居,3室2厅2卫,4800.0,100.35,47.83,南,链家/个人,整租·万科星城 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075870250221436928.html,113.832448,22.716113,小区
深圳,南山区,前海,开云府,三居,3室2厅2卫,13000.0,123.0,105.69,东南,链家/个人,整租·开云府 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075873499469053952.html,113.896482,22.479329,小区
深圳,光明区,光明,龙光玖龙台三期(公寓),一居,1室0厅1卫,2200.0,42.0,52.38,东南,链家/个人,整租·龙光玖龙台三期(公寓) 1室0厅 东南,https://sz.lianjia.com/zufang/SZ2075873696249020416.html,,,失败
深圳,南山区,南山中心,四达大厦,两居,2室1厅1卫,7200.0,72.08,99.89,东 东南,链家,整租·四达大厦 2室1厅 东/东南,https://sz.lianjia.com/zufang/SZ2075875680658128896.html,113.925204,22.509841,小区(模糊)
深圳,南山区,蛇口,半岛花园A区,两居,2室1厅1卫,5500.0,70.0,78.57,东,链家,整租·半岛花园A区 2室1厅 东,https://sz.lianjia.com/zufang/SZ2075885646588674048.html,113.934517,22.4994,小区
深圳,南山区,前海,阳光棕榈园一期,三居,3室2厅2卫,8300.0,101.0,82.18,西,链家,整租·阳光棕榈园一期 3室2厅 西,https://sz.lianjia.com/zufang/SZ2075886911875973120.html,113.913134,22.528155,小区
深圳,龙岗区,龙岗中心城,远洋新天地水岸花园,一居,1室0厅1卫,2200.0,48.0,45.83,东南,链家/个人,整租·远洋新天地水岸花园 1室0厅 东南,https://sz.lianjia.com/zufang/SZ2075890027950243840.html,,,失败
深圳,龙华区,观澜,金地鹭湖1号,三居,3室2厅2卫,5200.0,89.0,58.43,南 北,链家/个人,整租·金地鹭湖1号 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2075890101879046144.html,114.058093,22.696211,小区(模糊)
深圳,南山区,前海,前海天境花园,三居,3室2厅2卫,14700.0,107.7,136.49,西南,链家,整租·前海天境花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075891789029441536.html,113.889061,22.513947,小区
深圳,宝安区,福永,会展湾水岸,一居,1室0厅1卫,2300.0,34.0,67.65,西南,链家/个人,整租·会展湾水岸 1室0厅 西南,https://sz.lianjia.com/zufang/SZ2075893327445622784.html,113.782013,22.699835,小区
深圳,宝安区,西乡,白金假日公寓,两居,2室1厅1卫,4500.0,42.0,107.14,东南,链家/个人,整租·白金假日公寓 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2075894141367091200.html,,,失败
深圳,宝安区,西乡,双龙花园,三居,3室2厅2卫,4200.0,98.5,42.64,西南,链家/个人,整租·双龙花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075895087367192576.html,113.875933,22.581689,小区(模糊)
深圳,南山区,南头,祥泰公寓,两居,2室1厅1卫,4500.0,41.0,109.76,东,链家,整租·祥泰公寓 2室1厅 东,https://sz.lianjia.com/zufang/SZ2075897436118712320.html,113.928103,22.549101,小区
深圳,罗湖区,布心,宝丰苑,两居,2室2厅1卫,5500.0,88.0,62.5,东,链家/个人,整租·宝丰苑 2室2厅 东,https://sz.lianjia.com/zufang/SZ2075904113601675264.html,114.13418,22.582057,小区
深圳,龙华区,红山,天曜府,三居,3室2厅2卫,8800.0,97.0,90.72,西南,链家,整租·天曜府 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075906680238899200.html,,,失败
深圳,南山区,南山中心,金晖大厦,两居,2室2厅1卫,5800.0,79.0,73.42,南,链家/个人,整租·金晖大厦 2室2厅 南,https://sz.lianjia.com/zufang/SZ2075910795547377664.html,113.937496,22.518114,板块
深圳,南山区,南山中心,阳光华艺大厦,一居,1室1厅1卫,5100.0,38.0,134.21,南,链家,整租·阳光华艺大厦 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075920865437941760.html,113.928476,22.525222,小区
深圳,南山区,蛇口,爱榕园,两居,2室1厅1卫,4900.0,56.0,87.5,南,链家,整租·爱榕园 2室1厅 南,https://sz.lianjia.com/zufang/SZ2075921906950733824.html,113.930556,22.500812,小区
深圳,宝安区,新安,福城·前海新纪元,一居,1室1厅1卫,3300.0,33.0,100.0,东南,链家/个人,整租·福城·前海新纪元 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2075926535868514304.html,,,失败
深圳,南山区,科技园,科技园三十六区,三居,3室2厅1卫,6500.0,93.0,69.89,南,链家/个人,整租·科技园三十六区 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075929288850276352.html,113.901198,22.579721,小区(模糊)
深圳,坪山区,坪山,深业御园,三居,3室1厅1卫,2500.0,75.0,33.33,南,链家/个人,整租·深业御园 3室1厅 南,https://sz.lianjia.com/zufang/SZ2075930112628359168.html,114.398649,22.739875,小区
深圳,龙华区,龙华中心,福东龙华府,三居,3室2厅1卫,6200.0,88.48,70.07,西南,链家,整租·福东龙华府 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075930879980470272.html,114.005025,22.644815,小区
深圳,南山区,前海,鼎太风华二期,三居,3室1厅1卫,9000.0,68.17,132.02,南,链家/个人,整租·鼎太风华二期 3室1厅 南,https://sz.lianjia.com/zufang/SZ2075933147987443712.html,,,失败
深圳,坪山区,坪山,紫樾润府,三居,3室2厅2卫,3800.0,91.0,41.76,东南,链家/个人,整租·紫樾润府 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2075933323145773056.html,114.350844,22.708786,板块
深圳,福田区,福田保税区,加福广场华尔登府邸,两居,2室2厅2卫,8000.0,133.0,60.15,南,链家,整租·加福广场华尔登府邸 2室2厅 南,https://sz.lianjia.com/zufang/SZ2075934604597919744.html,114.06212,22.511038,小区
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2200.0,37.0,59.46,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075936928275890176.html,114.275164,22.689594,小区
深圳,福田区,新洲,骏皇嘉园,一居,1室0厅1卫,4800.0,31.58,151.99,西,链家/个人,整租·骏皇嘉园 1室0厅 西,https://sz.lianjia.com/zufang/SZ2075937984527466496.html,,,失败
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2600.0,37.0,70.27,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075945487134883840.html,114.275164,22.689594,小区(模糊)
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2100.0,35.0,60.0,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075950391266115584.html,114.275164,22.689594,小区
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2200.0,35.0,62.86,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2075953037842579456.html,114.275164,22.689594,小区
深圳,福田区,华强南,桐林公寓,两居,2室1厅1卫,6600.0,63.0,104.76,西北,链家/个人,整租·桐林公寓 2室1厅 西北,https://sz.lianjia.com/zufang/SZ2075957265034117120.html,,,失败
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,2200.0,37.04,59.4,西,链家/个人,整租·京基御景荟都 1室1厅 西,https://sz.lianjia.com/zufang/SZ2075972980222984192.html,114.271948,22.726185,板块
深圳,宝安区,西乡,绿海名苑,三居,3室2厅1卫,5100.0,80.0,63.75,西南,链家/个人,整租·绿海名苑 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2075974256864264192.html,113.866587,22.576452,小区
深圳,福田区,景田,五洲星苑,两居,2室2厅1卫,7000.0,70.0,100.0,北,链家,整租·五洲星苑 2室2厅 北,https://sz.lianjia.com/zufang/SZ2076136161067139072.html,114.045504,22.542065,小区
深圳,南山区,大学城,丽岛茗园,一居,1室1厅1卫,3300.0,33.41,98.77,北,链家/个人,整租·丽岛茗园 1室1厅 北,https://sz.lianjia.com/zufang/SZ2076139925656305664.html,,,失败
深圳,龙岗区,布吉大芬,茂业城,一居,1室1厅1卫,1500.0,39.3,38.17,南,链家/个人,整租·茂业城 1室1厅 南,https://sz.lianjia.com/zufang/SZ2076142199661133824.html,114.134064,22.611289,小区(模糊)
深圳,光明区,公明,中粮云景花园南区,三居,3室2厅2卫,4200.0,89.0,47.19,东南,链家/个人,整租·中粮云景花园南区 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2076152337528782848.html,113.888182,22.77604,小区
深圳,龙岗区,龙岗中心城,远洋新干线晶钻广场,一居,1室1厅1卫,1900.0,32.0,59.38,东南,链家,整租·远洋新干线晶钻广场 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2076159883723407360.html,114.261939,22.719006,小区
深圳,龙岗区,龙岗中心城,仁恒梦公园,一居,1室1厅1卫,1900.0,28.0,67.86,东南 南,链家/个人,整租·仁恒梦公园 1室1厅 东南/南,https://sz.lianjia.com/zufang/SZ2076162051499098112.html,,,失败
深圳,罗湖区,莲塘,莲馨园,一居,1室1厅1卫,2800.0,30.0,93.33,北,链家,整租·莲馨园 1室1厅 北,https://sz.lianjia.com/zufang/SZ2076171118892285952.html,114.173607,22.563033,小区(模糊)
深圳,宝安区,沙井,鸿荣源珈誉府2区,三居,3室2厅2卫,5980.0,87.0,68.74,南 北,链家/个人,整租·鸿荣源珈誉府2区 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2076173328816537600.html,113.883831,22.554986,小区
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,1800.0,35.47,50.75,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2076174662181584896.html,,,失败
深圳,龙岗区,龙岗宝荷,京基御景荟都,一居,1室1厅1卫,1800.0,35.47,50.75,南,链家/个人,整租·京基御景荟都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2076175483652800512.html,114.246884,22.720889,行政区
深圳,罗湖区,莲塘,仙桐御景,三居,3室2厅2卫,6500.0,97.0,67.01,西南,链家/个人,整租·仙桐御景 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2076183244021170176.html,114.179428,22.56538,小区
深圳,龙岗区,龙岗中心城,依山郡花园二期,一居,1室1厅1卫,2500.0,52.0,48.08,东,链家/个人,整租·依山郡花园二期 1室1厅 东,https://sz.lianjia.com/zufang/SZ2076186141802889216.html,114.220221,22.729733,小区
